beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,NA,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
18F60,18,3.62528697,Sharpstown Country Club and Southway Center,28000,Robbery,142,118,107,38,0,0,367,122.3,-24.6,-100,-100,-100,507.1,421.4,382.1,0,436.8
18F60,18,3.62528697,Sharpstown Country Club and Southway Center,28000,Sexual Assault,27,13,17,5,0,0,57,19,-37,-100,-100,-100,96.4,46.4,60.7,0,67.9
18F60,18,3.62528697,Sharpstown Country Club and Southway Center,28000,Theft,633,631,663,344,0,0,1927,642.3,4.7,-100,-100,-100,2260.7,2253.6,2367.9,0,2293.9
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Arson,9,10,5,7,0,0,24,8,-44.4,-100,-100,-100,29,32.3,16.1,0,25.8
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Assault,1223,1299,1308,645,0,0,3830,1276.7,7,-100,-100,-100,3945.2,4190.3,4219.4,0,4118.4
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Auto Theft,303,296,295,156,0,0,894,298,-2.6,-100,-100,-100,977.4,954.8,951.6,0,961.3
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Burglary,280,269,230,130,0,0,779,259.7,-17.9,-100,-100,-100,903.2,867.7,741.9,0,837.7
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Drug Offenses,209,201,203,104,0,0,613,204.3,-2.9,-100,-100,-100,674.2,648.4,654.8,0,659
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Kidnapping,8,7,2,3,0,0,17,5.7,-75,-100,-100,-100,25.8,22.6,6.5,0,18.4
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Murder,3,8,12,9,0,0,23,7.7,300,-100,-100,-100,9.7,25.8,38.7,0,24.8
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Other,925,1638,1543,718,0,0,4106,1368.7,66.8,-100,-100,-100,2983.9,5283.9,4977.4,0,4415.2
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Robbery,257,295,246,148,0,0,798,266,-4.3,-100,-100,-100,829,951.6,793.5,0,858.1
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Sexual Assault,41,39,32,12,0,0,112,37.3,-22,-100,-100,-100,132.3,125.8,103.2,0,120.3
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Theft,984,1232,1226,606,0,0,3442,1147.3,24.6,-100,-100,-100,3174.2,3974.2,3954.8,0,3701
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Arson,11,6,8,2,0,0,25,8.3,-27.3,-100,-100,-100,44,24,32,0,33.2
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Assault,491,491,496,214,0,0,1478,492.7,1,-100,-100,-100,1964,1964,1984,0,1970.8
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Auto Theft,116,147,136,44,0,0,399,133,17.2,-100,-100,-100,464,588,544,0,532
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Burglary,150,135,152,64,0,0,437,145.7,1.3,-100,-100,-100,600,540,608,0,582.8
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Drug Offenses,109,87,116,35,0,0,312,104,6.4,-100,-100,-100,436,348,464,0,416
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Kidnapping,2,0,1,1,0,0,3,1,-50,-100,-100,-100,8,0,4,0,4
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Murder,1,3,3,0,0,0,7,2.3,200,-100,-100,-100,4,12,12,0,9.2
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Other,374,547,642,282,0,0,1563,521,71.7,-100,-100,-100,1496,2188,2568,0,2084
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Robbery,97,83,97,23,0,0,277,92.3,0,-100,-100,-100,388,332,388,0,369.2
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Sexual Assault,14,22,10,6,0,0,46,15.3,-28.6,-100,-100,-100,56,88,40,0,61.2
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Theft,566,533,386,241,0,0,1485,495,-31.8,-100,-100,-100,2264,2132,1544,0,1980
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Arson,3,2,4,1,0,0,9,3,33.3,-100,-100,-100,16.7,11.1,22.2,0,16.7
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Assault,343,344,363,146,0,0,1050,350,5.8,-100,-100,-100,1905.6,1911.1,2016.7,0,1944.4
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Auto Theft,73,91,64,25,0,0,228,76,-12.3,-100,-100,-100,405.6,505.6,355.6,0,422.2
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Burglary,107,102,84,32,0,0,293,97.7,-21.5,-100,-100,-100,594.4,566.7,466.7,0,542.8
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Drug Offenses,47,45,45,22,0,0,137,45.7,-4.3,-100,-100,-100,261.1,250,250,0,253.9
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Kidnapping,2,3,7,1,0,0,12,4,250,-100,-100,-100,11.1,16.7,38.9,0,22.2
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Murder,0,3,1,0,0,0,4,1.3,NA,NA,-100,-100,0,16.7,5.6,0,7.2
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Other,225,346,339,162,0,0,910,303.3,50.7,-100,-100,-100,1250,1922.2,1883.3,0,1685
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Robbery,64,41,49,19,0,0,154,51.3,-23.4,-100,-100,-100,355.6,227.8,272.2,0,285
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Sexual Assault,10,12,5,2,0,0,27,9,-50,-100,-100,-100,55.6,66.7,27.8,0,50
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Theft,309,317,272,107,0,0,898,299.3,-12,-100,-100,-100,1716.7,1761.1,1511.1,0,1662.8
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Arson,8,2,4,3,0,0,14,4.7,-50,-100,-100,-100,21.6,5.4,10.8,0,12.7
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Assault,812,904,916,432,0,0,2632,877.3,12.8,-100,-100,-100,2194.6,2443.2,2475.7,0,2371.1
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Auto Theft,141,146,144,77,0,0,431,143.7,2.1,-100,-100,-100,381.1,394.6,389.2,0,388.4
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Burglary,212,183,167,74,0,0,562,187.3,-21.2,-100,-100,-100,573,494.6,451.4,0,506.2
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Drug Offenses,93,104,80,42,0,0,277,92.3,-14,-100,-100,-100,251.4,281.1,216.2,0,249.5
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Kidnapping,7,2,2,0,0,0,11,3.7,-71.4,-100,-100,-100,18.9,5.4,5.4,0,10
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Murder,7,2,7,2,0,0,16,5.3,0,-100,-100,-100,18.9,5.4,18.9,0,14.3
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Other,509,793,786,370,0,0,2088,696,54.4,-100,-100,-100,1375.7,2143.2,2124.3,0,1881.1
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Robbery,155,117,112,53,0,0,384,128,-27.7,-100,-100,-100,418.9,316.2,302.7,0,345.9
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Sexual Assault,34,18,27,6,0,0,79,26.3,-20.6,-100,-100,-100,91.9,48.6,73,0,71.1
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Theft,656,679,544,291,0,0,1879,626.3,-17.1,-100,-100,-100,1773,1835.1,1470.3,0,1692.7
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Arson,3,4,7,2,0,0,14,4.7,133.3,-100,-100,-100,16.7,22.2,38.9,0,26.1
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Assault,688,679,744,288,0,0,2111,703.7,8.1,-100,-100,-100,3822.2,3772.2,4133.3,0,3909.4
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Auto Theft,147,173,165,74,0,0,485,161.7,12.2,-100,-100,-100,816.7,961.1,916.7,0,898.3
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Burglary,117,148,137,71,0,0,402,134,17.1,-100,-100,-100,650,822.2,761.1,0,744.4
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Drug Offenses,97,108,93,45,0,0,298,99.3,-4.1,-100,-100,-100,538.9,600,516.7,0,551.7
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Kidnapping,6,5,3,7,0,0,14,4.7,-50,-100,-100,-100,33.3,27.8,16.7,0,26.1
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Murder,4,7,4,3,0,0,15,5,0,-100,-100,-100,22.2,38.9,22.2,0,27.8
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Other,587,928,770,388,0,0,2285,761.7,31.2,-100,-100,-100,3261.1,5155.6,4277.8,0,4231.7
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Robbery,120,129,101,52,0,0,350,116.7,-15.8,-100,-100,-100,666.7,716.7,561.1,0,648.3
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Sexual Assault,30,32,18,6,0,0,80,26.7,-40,-100,-100,-100,166.7,177.8,100,0,148.3
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Theft,406,580,525,221,0,0,1511,503.7,29.3,-100,-100,-100,2255.6,3222.2,2916.7,0,2798.3
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Arson,3,5,4,3,0,0,12,4,33.3,-100,-100,-100,10.3,17.2,13.8,0,13.8
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Assault,758,974,941,470,0,0,2673,891,24.1,-100,-100,-100,2613.8,3358.6,3244.8,0,3072.4
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Auto Theft,155,171,223,105,0,0,549,183,43.9,-100,-100,-100,534.5,589.7,769,0,631
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Burglary,291,288,214,86,0,0,793,264.3,-26.5,-100,-100,-100,1003.4,993.1,737.9,0,911.4
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Drug Offenses,83,92,115,75,0,0,290,96.7,38.6,-100,-100,-100,286.2,317.2,396.6,0,333.4
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Kidnapping,5,5,7,1,0,0,17,5.7,40,-100,-100,-100,17.2,17.2,24.1,0,19.7
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Murder,3,2,8,2,0,0,13,4.3,166.7,-100,-100,-100,10.3,6.9,27.6,0,14.8
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Other,498,853,918,478,0,0,2269,756.3,84.3,-100,-100,-100,1717.2,2941.4,3165.5,0,2607.9
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Robbery,200,236,204,97,0,0,640,213.3,2,-100,-100,-100,689.7,813.8,703.4,0,735.5
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Sexual Assault,22,20,24,9,0,0,66,22,9.1,-100,-100,-100,75.9,69,82.8,0,75.9
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Theft,905,942,986,521,0,0,2833,944.3,9,-100,-100,-100,3120.7,3248.3,3400,0,3256.2
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Arson,0,1,2,2,0,0,3,1,NA,NA,-100,-100,0,5.6,11.1,0,5.6
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Assault,301,346,358,173,0,0,1005,335,18.9,-100,-100,-100,1672.2,1922.2,1988.9,0,1861.1
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Auto Theft,65,69,67,36,0,0,201,67,3.1,-100,-100,-100,361.1,383.3,372.2,0,372.2
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Burglary,140,99,85,41,0,0,324,108,-39.3,-100,-100,-100,777.8,550,472.2,0,600
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Drug Offenses,29,47,40,31,0,0,116,38.7,37.9,-100,-100,-100,161.1,261.1,222.2,0,215
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Kidnapping,0,1,0,1,0,0,1,0.3,NA,NA,NA,-100,0,5.6,0,0,1.7
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Murder,0,1,2,0,0,0,3,1,NA,NA,-100,-100,0,5.6,11.1,0,5.6
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Other,263,420,373,232,0,0,1056,352,41.8,-100,-100,-100,1461.1,2333.3,2072.2,0,1955.6
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Robbery,48,36,26,17,0,0,110,36.7,-45.8,-100,-100,-100,266.7,200,144.4,0,203.9
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Sexual Assault,3,14,6,3,0,0,23,7.7,100,-100,-100,-100,16.7,77.8,33.3,0,42.8
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Theft,370,425,356,188,0,0,1151,383.7,-3.8,-100,-100,-100,2055.6,2361.1,1977.8,0,2131.7
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Arson,1,4,2,0,0,0,7,2.3,100,-100,-100,-100,3.8,15.4,7.7,0,8.8
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Assault,862,979,970,504,0,0,2811,937,12.5,-100,-100,-100,3315.4,3765.4,3730.8,0,3603.8
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Auto Theft,129,138,143,86,0,0,410,136.7,10.9,-100,-100,-100,496.2,530.8,550,0,525.8
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Burglary,312,253,278,127,0,0,843,281,-10.9,-100,-100,-100,1200,973.1,1069.2,0,1080.8
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Drug Offenses,161,159,244,158,0,0,564,188,51.6,-100,-100,-100,619.2,611.5,938.5,0,723.1
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Kidnapping,1,5,3,2,0,0,9,3,200,-100,-100,-100,3.8,19.2,11.5,0,11.5
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Murder,4,9,12,3,0,0,25,8.3,200,-100,-100,-100,15.4,34.6,46.2,0,31.9
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Other,692,996,1039,563,0,0,2727,909,50.1,-100,-100,-100,2661.5,3830.8,3996.2,0,3496.2
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Robbery,120,132,94,62,0,0,346,115.3,-21.7,-100,-100,-100,461.5,507.7,361.5,0,443.5
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Sexual Assault,13,32,31,12,0,0,76,25.3,138.5,-100,-100,-100,50,123.1,119.2,0,97.3
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Theft,1243,1123,1074,535,0,0,3440,1146.7,-13.6,-100,-100,-100,4780.8,4319.2,4130.8,0,4410.4
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Arson,3,3,1,0,0,0,7,2.3,-66.7,-100,-100,-100,10.7,10.7,3.6,0,8.2
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Assault,616,623,753,393,0,0,1992,664,22.2,-100,-100,-100,2200,2225,2689.3,0,2371.4
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Auto Theft,79,107,108,44,0,0,294,98,36.7,-100,-100,-100,282.1,382.1,385.7,0,350
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Burglary,278,230,180,78,0,0,688,229.3,-35.3,-100,-100,-100,992.9,821.4,642.9,0,818.9
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Drug Offenses,50,41,81,32,0,0,172,57.3,62,-100,-100,-100,178.6,146.4,289.3,0,204.6
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Kidnapping,1,1,0,2,0,0,2,0.7,-100,-100,NA,-100,3.6,3.6,0,0,2.5
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Murder,2,7,4,3,0,0,13,4.3,100,-100,-100,-100,7.1,25,14.3,0,15.4
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Other,502,724,753,391,0,0,1979,659.7,50,-100,-100,-100,1792.9,2585.7,2689.3,0,2356.1
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Robbery,82,76,73,31,0,0,231,77,-11,-100,-100,-100,292.9,271.4,260.7,0,275
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Sexual Assault,26,14,15,9,0,0,55,18.3,-42.3,-100,-100,-100,92.9,50,53.6,0,65.4
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Theft,733,717,636,319,0,0,2086,695.3,-13.2,-100,-100,-100,2617.9,2560.7,2271.4,0,2483.2
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Arson,5,7,3,1,0,0,15,5,-40,-100,-100,-100,23.8,33.3,14.3,0,23.8
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Assault,505,619,611,301,0,0,1735,578.3,21,-100,-100,-100,2404.8,2947.6,2909.5,0,2753.8
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Auto Theft,59,79,66,37,0,0,204,68,11.9,-100,-100,-100,281,376.2,314.3,0,323.8
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Burglary,143,157,175,50,0,0,475,158.3,22.4,-100,-100,-100,681,747.6,833.3,0,753.8
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Drug Offenses,38,33,30,19,0,0,101,33.7,-21.1,-100,-100,-100,181,157.1,142.9,0,160.5
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Kidnapping,2,1,1,1,0,0,4,1.3,-50,-100,-100,-100,9.5,4.8,4.8,0,6.2
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Murder,2,2,4,2,0,0,8,2.7,100,-100,-100,-100,9.5,9.5,19,0,12.9
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Other,368,531,562,250,0,0,1461,487,52.7,-100,-100,-100,1752.4,2528.6,2676.2,0,2319
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Robbery,51,48,51,25,0,0,150,50,0,-100,-100,-100,242.9,228.6,242.9,0,238.1
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Sexual Assault,15,17,12,12,0,0,44,14.7,-20,-100,-100,-100,71.4,81,57.1,0,70
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Theft,376,401,422,206,0,0,1199,399.7,12.2,-100,-100,-100,1790.5,1909.5,2009.5,0,1903.3
20G80,20,25.33626534,City Limits,37000,Arson,3,9,3,1,0,0,15,5,0,-100,-100,-100,8.1,24.3,8.1,0,13.5
20G80,20,25.33626534,City Limits,37000,Assault,525,657,749,374,0,0,1931,643.7,42.7,-100,-100,-100,1418.9,1775.7,2024.3,0,1739.7
20G80,20,25.33626534,City Limits,37000,Auto Theft,105,162,163,74,0,0,430,143.3,55.2,-100,-100,-100,283.8,437.8,440.5,0,387.3
20G80,20,25.33626534,City Limits,37000,Burglary,374,321,298,167,0,0,993,331,-20.3,-100,-100,-100,1010.8,867.6,805.4,0,894.6
20G80,20,25.33626534,City Limits,37000,Drug Offenses,32,47,58,15,0,0,137,45.7,81.2,-100,-100,-100,86.5,127,156.8,0,123.5
20G80,20,25.33626534,City Limits,37000,Kidnapping,2,4,0,4,0,0,6,2,-100,-100,NA,-100,5.4,10.8,0,0,5.4
20G80,20,25.33626534,City Limits,37000,Murder,1,2,2,2,0,0,5,1.7,100,-100,-100,-100,2.7,5.4,5.4,0,4.6
20G80,20,25.33626534,City Limits,37000,Other,499,734,795,385,0,0,2028,676,59.3,-100,-100,-100,1348.6,1983.8,2148.6,0,1827
20G80,20,25.33626534,City Limits,37000,Robbery,77,92,72,24,0,0,241,80.3,-6.5,-100,-100,-100,208.1,248.6,194.6,0,217
20G80,20,25.33626534,City Limits,37000,Sexual Assault,17,14,18,9,0,0,49,16.3,5.9,-100,-100,-100,45.9,37.8,48.6,0,44.1
20G80,20,25.33626534,City Limits,37000,Theft,837,791,868,444,0,0,2496,832,3.7,-100,-100,-100,2262.2,2137.8,2345.9,0,2248.6
21I10,21,0.00549966,Hobby Airport,0,Assault,30,25,34,23,0,0,89,29.7,13.3,-100,-100,-100,NA,NA,NA,NA,NA
21I10,21,0.00549966,Hobby Airport,0,Auto Theft,0,7,20,12,0,0,27,9,NA,NA,-100,-100,NA,NA,NA,NA,NA
21I10,21,0.00549966,Hobby Airport,0,Burglary,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA
21I10,21,0.00549966,Hobby Airport,0,Drug Offenses,15,12,18,11,0,0,45,15,20,-100,-100,-100,NA,NA,NA,NA,NA
21I10,21,0.00549966,Hobby Airport,0,Other,60,88,191,126,0,0,339,113,218.3,-100,-100,-100,NA,NA,NA,NA,NA
21I10,21,0.00549966,Hobby Airport,0,Robbery,0,0,1,0,0,0,1,0.3,NA,NA,-100,-100,NA,NA,NA,NA,NA
21I10,21,0.00549966,Hobby Airport,0,Theft,258,133,165,96,0,0,556,185.3,-36,-100,-100,-100,NA,NA,NA,NA,NA
21I20,21,0.01205019,Hobby Airport,0,Assault,1,0,0,1,0,0,1,0.3,-100,-100,NA,-100,NA,NA,NA,NA,NA
21I20,21,0.01205019,Hobby Airport,0,Auto Theft,0,0,3,1,0,0,3,1,NA,NA,-100,-100,NA,NA,NA,NA,NA
21I20,21,0.01205019,Hobby Airport,0,Burglary,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21I20,21,0.01205019,Hobby Airport,0,Other,0,0,5,5,0,0,5,1.7,NA,NA,-100,-100,NA,NA,NA,NA,NA
21I20,21,0.01205019,Hobby Airport,0,Theft,3,0,6,1,0,0,9,3,100,-100,-100,-100,NA,NA,NA,NA,NA
21I30,21,0.01180375,Hobby Airport,0,Theft,7,2,2,0,0,0,11,3.7,-71.4,-100,-100,-100,NA,NA,NA,NA,NA
21I40,21,0.00923163,Hobby Airport,0,Assault,6,2,3,5,0,0,11,3.7,-50,-100,-100,-100,NA,NA,NA,NA,NA
21I40,21,0.00923163,Hobby Airport,0,Drug Offenses,0,0,2,0,0,0,2,0.7,NA,NA,-100,-100,NA,NA,NA,NA,NA
21I40,21,0.00923163,Hobby Airport,0,Other,1,4,24,20,0,0,29,9.7,2300,-100,-100,-100,NA,NA,NA,NA,NA
21I40,21,0.00923163,Hobby Airport,0,Theft,15,6,2,3,0,0,23,7.7,-86.7,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Arson,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Assault,95,76,83,61,0,0,254,84.7,-12.6,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Auto Theft,181,157,200,59,0,0,538,179.3,10.5,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Burglary,1,1,5,4,0,0,7,2.3,400,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Drug Offenses,45,45,83,49,0,0,173,57.7,84.4,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Kidnapping,1,0,0,0,0,0,1,0.3,-100,-100,NA,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Other,184,243,480,256,0,0,907,302.3,160.9,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Robbery,3,3,2,1,0,0,8,2.7,-33.3,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Sexual Assault,2,0,3,1,0,0,5,1.7,50,-100,-100,-100,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Theft,333,166,241,187,0,0,740,246.7,-27.6,-100,-100,-100,NA,NA,NA,NA,NA
21I70,21,0.01945113,Hobby Airport,0,Other,1,3,2,1,0,0,6,2,100,-100,-100,-100,NA,NA,NA,NA,NA
21I70,21,0.01945113,Hobby Airport,0,Theft,5,1,2,1,0,0,8,2.7,-60,-100,-100,-100,NA,NA,NA,NA,NA
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Arson,0,4,1,0,0,0,5,1.7,NA,NA,-100,-100,0,50,12.5,0,21.2
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Assault,382,432,522,239,0,0,1336,445.3,36.6,-100,-100,-100,4775,5400,6525,0,5566.2
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Auto Theft,165,185,137,66,0,0,487,162.3,-17,-100,-100,-100,2062.5,2312.5,1712.5,0,2028.8
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Burglary,88,111,120,44,0,0,319,106.3,36.4,-100,-100,-100,1100,1387.5,1500,0,1328.8
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Drug Offenses,41,33,38,23,0,0,112,37.3,-7.3,-100,-100,-100,512.5,412.5,475,0,466.2
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Kidnapping,1,3,2,0,0,0,6,2,100,-100,-100,-100,12.5,37.5,25,0,25
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Murder,1,0,4,2,0,0,5,1.7,300,-100,-100,-100,12.5,0,50,0,21.2
