date,count,day
2020-05-25T00:00:00Z,665,Monday
2020-05-24T00:00:00Z,710,Sunday
2020-05-23T00:00:00Z,738,Saturday
2020-05-22T00:00:00Z,775,Friday
2020-05-21T00:00:00Z,726,Thursday
2020-05-20T00:00:00Z,745,Wednesday
2020-05-19T00:00:00Z,728,Tuesday
2020-05-18T00:00:00Z,667,Monday
2020-05-17T00:00:00Z,647,Sunday
2020-05-16T00:00:00Z,647,Saturday
2020-05-15T00:00:00Z,692,Friday
2020-05-14T00:00:00Z,708,Thursday
2020-05-13T00:00:00Z,656,Wednesday
2020-05-12T00:00:00Z,676,Tuesday
2020-05-11T00:00:00Z,678,Monday
2020-05-10T00:00:00Z,644,Sunday
2020-05-09T00:00:00Z,683,Saturday
2020-05-08T00:00:00Z,724,Friday
2020-05-07T00:00:00Z,725,Thursday
2020-05-06T00:00:00Z,680,Wednesday
2020-05-05T00:00:00Z,656,Tuesday
2020-05-04T00:00:00Z,645,Monday
2020-05-03T00:00:00Z,604,Sunday
2020-05-02T00:00:00Z,629,Saturday
2020-05-01T00:00:00Z,746,Friday
2020-04-30T00:00:00Z,580,Thursday
2020-04-29T00:00:00Z,573,Wednesday
2020-04-28T00:00:00Z,598,Tuesday
2020-04-27T00:00:00Z,580,Monday
2020-04-26T00:00:00Z,585,Sunday
2020-04-25T00:00:00Z,584,Saturday
2020-04-24T00:00:00Z,613,Friday
2020-04-23T00:00:00Z,625,Thursday
2020-04-22T00:00:00Z,653,Wednesday
2020-04-21T00:00:00Z,636,Tuesday
2020-04-20T00:00:00Z,624,Monday
2020-04-19T00:00:00Z,535,Sunday
2020-04-18T00:00:00Z,620,Saturday
2020-04-17T00:00:00Z,637,Friday
2020-04-16T00:00:00Z,555,Thursday
2020-04-15T00:00:00Z,617,Wednesday
2020-04-14T00:00:00Z,655,Tuesday
2020-04-13T00:00:00Z,638,Monday
2020-04-12T00:00:00Z,577,Sunday
2020-04-11T00:00:00Z,670,Saturday
2020-04-10T00:00:00Z,764,Friday
2020-04-09T00:00:00Z,675,Thursday
2020-04-08T00:00:00Z,642,Wednesday
2020-04-07T00:00:00Z,680,Tuesday
2020-04-06T00:00:00Z,625,Monday
2020-04-05T00:00:00Z,552,Sunday
2020-04-04T00:00:00Z,493,Saturday
2020-04-03T00:00:00Z,635,Friday
2020-04-02T00:00:00Z,589,Thursday
2020-04-01T00:00:00Z,722,Wednesday
2020-03-31T00:00:00Z,537,Tuesday
2020-03-30T00:00:00Z,581,Monday
2020-03-29T00:00:00Z,591,Sunday
2020-03-28T00:00:00Z,612,Saturday
2020-03-27T00:00:00Z,608,Friday
2020-03-26T00:00:00Z,575,Thursday
2020-03-25T00:00:00Z,620,Wednesday
2020-03-24T00:00:00Z,579,Tuesday
2020-03-23T00:00:00Z,634,Monday
2020-03-22T00:00:00Z,569,Sunday
2020-03-21T00:00:00Z,535,Saturday
2020-03-20T00:00:00Z,599,Friday
2020-03-19T00:00:00Z,625,Thursday
2020-03-18T00:00:00Z,625,Wednesday
2020-03-17T00:00:00Z,597,Tuesday
2020-03-16T00:00:00Z,728,Monday
2020-03-15T00:00:00Z,743,Sunday
2020-03-14T00:00:00Z,712,Saturday
2020-03-13T00:00:00Z,699,Friday
2020-03-12T00:00:00Z,715,Thursday
2020-03-11T00:00:00Z,666,Wednesday
2020-03-10T00:00:00Z,682,Tuesday
2020-03-09T00:00:00Z,722,Monday
2020-03-08T00:00:00Z,690,Sunday
2020-03-07T00:00:00Z,678,Saturday
2020-03-06T00:00:00Z,722,Friday
2020-03-05T00:00:00Z,643,Thursday
2020-03-04T00:00:00Z,634,Wednesday
2020-03-03T00:00:00Z,726,Tuesday
2020-03-02T00:00:00Z,680,Monday
2020-03-01T00:00:00Z,767,Sunday
2020-02-29T00:00:00Z,763,Saturday
2020-02-28T00:00:00Z,686,Friday
2020-02-27T00:00:00Z,625,Thursday
2020-02-26T00:00:00Z,662,Wednesday
2020-02-25T00:00:00Z,691,Tuesday
2020-02-24T00:00:00Z,730,Monday
2020-02-23T00:00:00Z,716,Sunday
2020-02-22T00:00:00Z,701,Saturday
2020-02-21T00:00:00Z,705,Friday
2020-02-20T00:00:00Z,710,Thursday
2020-02-19T00:00:00Z,699,Wednesday
2020-02-18T00:00:00Z,780,Tuesday
2020-02-17T00:00:00Z,725,Monday
2020-02-16T00:00:00Z,720,Sunday
2020-02-15T00:00:00Z,708,Saturday
2020-02-14T00:00:00Z,764,Friday
2020-02-13T00:00:00Z,686,Thursday
2020-02-12T00:00:00Z,720,Wednesday
2020-02-11T00:00:00Z,649,Tuesday
2020-02-10T00:00:00Z,754,Monday
2020-02-09T00:00:00Z,699,Sunday
2020-02-08T00:00:00Z,644,Saturday
2020-02-07T00:00:00Z,699,Friday
2020-02-06T00:00:00Z,682,Thursday
2020-02-05T00:00:00Z,751,Wednesday
2020-02-04T00:00:00Z,789,Tuesday
2020-02-03T00:00:00Z,696,Monday
2020-02-02T00:00:00Z,683,Sunday
2020-02-01T00:00:00Z,774,Saturday
2020-01-31T00:00:00Z,735,Friday
2020-01-30T00:00:00Z,689,Thursday
2020-01-29T00:00:00Z,683,Wednesday
2020-01-28T00:00:00Z,643,Tuesday
2020-01-27T00:00:00Z,805,Monday
2020-01-26T00:00:00Z,688,Sunday
2020-01-25T00:00:00Z,676,Saturday
2020-01-24T00:00:00Z,679,Friday
2020-01-23T00:00:00Z,698,Thursday
2020-01-22T00:00:00Z,638,Wednesday
2020-01-21T00:00:00Z,638,Tuesday
2020-01-20T00:00:00Z,685,Monday
2020-01-19T00:00:00Z,639,Sunday
2020-01-18T00:00:00Z,763,Saturday
2020-01-17T00:00:00Z,779,Friday
2020-01-16T00:00:00Z,686,Thursday
2020-01-15T00:00:00Z,701,Wednesday
2020-01-14T00:00:00Z,687,Tuesday
2020-01-13T00:00:00Z,692,Monday
2020-01-12T00:00:00Z,645,Sunday
2020-01-11T00:00:00Z,681,Saturday
2020-01-10T00:00:00Z,720,Friday
2020-01-09T00:00:00Z,717,Thursday
2020-01-08T00:00:00Z,715,Wednesday
2020-01-07T00:00:00Z,686,Tuesday
2020-01-06T00:00:00Z,720,Monday
2020-01-05T00:00:00Z,731,Sunday
2020-01-04T00:00:00Z,714,Saturday
2020-01-03T00:00:00Z,783,Friday
2020-01-02T00:00:00Z,638,Thursday
2020-01-01T00:00:00Z,849,Wednesday
2019-12-31T00:00:00Z,608,Tuesday
2019-12-30T00:00:00Z,610,Monday
2019-12-29T00:00:00Z,524,Sunday
2019-12-28T00:00:00Z,664,Saturday
2019-12-27T00:00:00Z,638,Friday
2019-12-26T00:00:00Z,554,Thursday
2019-12-25T00:00:00Z,473,Wednesday
2019-12-24T00:00:00Z,531,Tuesday
2019-12-23T00:00:00Z,642,Monday
2019-12-22T00:00:00Z,632,Sunday
2019-12-21T00:00:00Z,599,Saturday
2019-12-20T00:00:00Z,676,Friday
2019-12-19T00:00:00Z,558,Thursday
2019-12-18T00:00:00Z,606,Wednesday
2019-12-17T00:00:00Z,579,Tuesday
2019-12-16T00:00:00Z,670,Monday
2019-12-15T00:00:00Z,597,Sunday
2019-12-14T00:00:00Z,596,Saturday
2019-12-13T00:00:00Z,625,Friday
2019-12-12T00:00:00Z,580,Thursday
2019-12-11T00:00:00Z,551,Wednesday
2019-12-10T00:00:00Z,616,Tuesday
2019-12-09T00:00:00Z,644,Monday
2019-12-08T00:00:00Z,581,Sunday
2019-12-07T00:00:00Z,604,Saturday
2019-12-06T00:00:00Z,709,Friday
2019-12-05T00:00:00Z,643,Thursday
2019-12-04T00:00:00Z,618,Wednesday
2019-12-03T00:00:00Z,613,Tuesday
2019-12-02T00:00:00Z,666,Monday
2019-12-01T00:00:00Z,648,Sunday
2019-11-30T00:00:00Z,599,Saturday
2019-11-29T00:00:00Z,668,Friday
2019-11-28T00:00:00Z,459,Thursday
2019-11-27T00:00:00Z,682,Wednesday
2019-11-26T00:00:00Z,619,Tuesday
2019-11-25T00:00:00Z,631,Monday
2019-11-24T00:00:00Z,598,Sunday
2019-11-23T00:00:00Z,628,Saturday
2019-11-22T00:00:00Z,705,Friday
2019-11-21T00:00:00Z,614,Thursday
2019-11-20T00:00:00Z,597,Wednesday
2019-11-19T00:00:00Z,646,Tuesday
2019-11-18T00:00:00Z,588,Monday
2019-11-17T00:00:00Z,562,Sunday
2019-11-16T00:00:00Z,594,Saturday
2019-11-15T00:00:00Z,600,Friday
2019-11-14T00:00:00Z,574,Thursday
2019-11-13T00:00:00Z,601,Wednesday
2019-11-12T00:00:00Z,526,Tuesday
2019-11-11T00:00:00Z,591,Monday
2019-11-10T00:00:00Z,574,Sunday
2019-11-09T00:00:00Z,565,Saturday
2019-11-08T00:00:00Z,646,Friday
2019-11-07T00:00:00Z,573,Thursday
2019-11-06T00:00:00Z,634,Wednesday
2019-11-05T00:00:00Z,563,Tuesday
2019-11-04T00:00:00Z,652,Monday
2019-11-03T00:00:00Z,636,Sunday
2019-11-02T00:00:00Z,587,Saturday
2019-11-01T00:00:00Z,720,Friday
2019-10-31T00:00:00Z,559,Thursday
2019-10-30T00:00:00Z,609,Wednesday
2019-10-29T00:00:00Z,576,Tuesday
2019-10-28T00:00:00Z,612,Monday
2019-10-27T00:00:00Z,556,Sunday
2019-10-26T00:00:00Z,562,Saturday
2019-10-25T00:00:00Z,654,Friday
2019-10-24T00:00:00Z,666,Thursday
2019-10-23T00:00:00Z,628,Wednesday
2019-10-22T00:00:00Z,626,Tuesday
2019-10-21T00:00:00Z,655,Monday
2019-10-20T00:00:00Z,633,Sunday
2019-10-19T00:00:00Z,626,Saturday
2019-10-18T00:00:00Z,625,Friday
2019-10-17T00:00:00Z,570,Thursday
2019-10-16T00:00:00Z,611,Wednesday
2019-10-15T00:00:00Z,640,Tuesday
2019-10-14T00:00:00Z,591,Monday
2019-10-13T00:00:00Z,554,Sunday
2019-10-12T00:00:00Z,614,Saturday
2019-10-11T00:00:00Z,591,Friday
2019-10-10T00:00:00Z,611,Thursday
2019-10-09T00:00:00Z,573,Wednesday
2019-10-08T00:00:00Z,575,Tuesday
2019-10-07T00:00:00Z,611,Monday
2019-10-06T00:00:00Z,554,Sunday
2019-10-05T00:00:00Z,646,Saturday
2019-10-04T00:00:00Z,681,Friday
2019-10-03T00:00:00Z,620,Thursday
2019-10-02T00:00:00Z,655,Wednesday
2019-10-01T00:00:00Z,691,Tuesday
2019-09-30T00:00:00Z,608,Monday
2019-09-29T00:00:00Z,604,Sunday
2019-09-28T00:00:00Z,675,Saturday
2019-09-27T00:00:00Z,638,Friday
2019-09-26T00:00:00Z,588,Thursday
2019-09-25T00:00:00Z,625,Wednesday
2019-09-24T00:00:00Z,653,Tuesday
2019-09-23T00:00:00Z,643,Monday
2019-09-22T00:00:00Z,597,Sunday
2019-09-21T00:00:00Z,652,Saturday
2019-09-20T00:00:00Z,653,Friday
2019-09-19T00:00:00Z,514,Thursday
2019-09-18T00:00:00Z,532,Wednesday
2019-09-17T00:00:00Z,568,Tuesday
2019-09-16T00:00:00Z,588,Monday
2019-09-15T00:00:00Z,596,Sunday
2019-09-14T00:00:00Z,611,Saturday
2019-09-13T00:00:00Z,646,Friday
2019-09-12T00:00:00Z,607,Thursday
2019-09-11T00:00:00Z,607,Wednesday
2019-09-10T00:00:00Z,518,Tuesday
2019-09-09T00:00:00Z,579,Monday
2019-09-08T00:00:00Z,603,Sunday
2019-09-07T00:00:00Z,612,Saturday
2019-09-06T00:00:00Z,608,Friday
2019-09-05T00:00:00Z,609,Thursday
2019-09-04T00:00:00Z,613,Wednesday
2019-09-03T00:00:00Z,607,Tuesday
2019-09-02T00:00:00Z,600,Monday
2019-09-01T00:00:00Z,652,Sunday
2019-08-31T00:00:00Z,613,Saturday
2019-08-30T00:00:00Z,635,Friday
2019-08-29T00:00:00Z,599,Thursday
2019-08-28T00:00:00Z,568,Wednesday
2019-08-27T00:00:00Z,579,Tuesday
2019-08-26T00:00:00Z,582,Monday
2019-08-25T00:00:00Z,541,Sunday
2019-08-24T00:00:00Z,650,Saturday
2019-08-23T00:00:00Z,644,Friday
2019-08-22T00:00:00Z,676,Thursday
2019-08-21T00:00:00Z,643,Wednesday
2019-08-20T00:00:00Z,652,Tuesday
2019-08-19T00:00:00Z,618,Monday
2019-08-18T00:00:00Z,579,Sunday
2019-08-17T00:00:00Z,612,Saturday
2019-08-16T00:00:00Z,659,Friday
2019-08-15T00:00:00Z,637,Thursday
2019-08-14T00:00:00Z,600,Wednesday
2019-08-13T00:00:00Z,650,Tuesday
2019-08-12T00:00:00Z,666,Monday
2019-08-11T00:00:00Z,579,Sunday
2019-08-10T00:00:00Z,652,Saturday
2019-08-09T00:00:00Z,676,Friday
2019-08-08T00:00:00Z,627,Thursday
2019-08-07T00:00:00Z,618,Wednesday
2019-08-06T00:00:00Z,568,Tuesday
2019-08-05T00:00:00Z,675,Monday
2019-08-04T00:00:00Z,631,Sunday
2019-08-03T00:00:00Z,674,Saturday
2019-08-02T00:00:00Z,679,Friday
2019-08-01T00:00:00Z,720,Thursday
2019-07-31T00:00:00Z,668,Wednesday
2019-07-30T00:00:00Z,629,Tuesday
2019-07-29T00:00:00Z,675,Monday
2019-07-28T00:00:00Z,579,Sunday
2019-07-27T00:00:00Z,661,Saturday
2019-07-26T00:00:00Z,657,Friday
2019-07-25T00:00:00Z,597,Thursday
2019-07-24T00:00:00Z,610,Wednesday
2019-07-23T00:00:00Z,607,Tuesday
2019-07-22T00:00:00Z,647,Monday
2019-07-21T00:00:00Z,600,Sunday
2019-07-20T00:00:00Z,604,Saturday
2019-07-19T00:00:00Z,679,Friday
2019-07-18T00:00:00Z,570,Thursday
2019-07-17T00:00:00Z,634,Wednesday
2019-07-16T00:00:00Z,584,Tuesday
2019-07-15T00:00:00Z,625,Monday
2019-07-14T00:00:00Z,607,Sunday
2019-07-13T00:00:00Z,634,Saturday
2019-07-12T00:00:00Z,631,Friday
2019-07-11T00:00:00Z,580,Thursday
2019-07-10T00:00:00Z,608,Wednesday
2019-07-09T00:00:00Z,652,Tuesday
2019-07-08T00:00:00Z,611,Monday
2019-07-07T00:00:00Z,603,Sunday
2019-07-06T00:00:00Z,673,Saturday
2019-07-05T00:00:00Z,653,Friday
2019-07-04T00:00:00Z,563,Thursday
2019-07-03T00:00:00Z,644,Wednesday
2019-07-02T00:00:00Z,590,Tuesday
2019-07-01T00:00:00Z,770,Monday
2019-06-30T00:00:00Z,568,Sunday
2019-06-29T00:00:00Z,570,Saturday
2019-06-28T00:00:00Z,615,Friday
2019-06-27T00:00:00Z,592,Thursday
2019-06-26T00:00:00Z,612,Wednesday
2019-06-25T00:00:00Z,597,Tuesday
2019-06-24T00:00:00Z,600,Monday
2019-06-23T00:00:00Z,560,Sunday
2019-06-22T00:00:00Z,618,Saturday
2019-06-21T00:00:00Z,609,Friday
2019-06-20T00:00:00Z,620,Thursday
2019-06-19T00:00:00Z,596,Wednesday
2019-06-18T00:00:00Z,594,Tuesday
2019-06-17T00:00:00Z,572,Monday
2019-06-16T00:00:00Z,518,Sunday
2019-06-15T00:00:00Z,623,Saturday
2019-06-14T00:00:00Z,644,Friday
2019-06-13T00:00:00Z,643,Thursday
2019-06-12T00:00:00Z,622,Wednesday
2019-06-11T00:00:00Z,664,Tuesday
2019-06-10T00:00:00Z,626,Monday
2019-06-09T00:00:00Z,579,Sunday
2019-06-08T00:00:00Z,691,Saturday
2019-06-07T00:00:00Z,657,Friday
2019-06-06T00:00:00Z,626,Thursday
2019-06-05T00:00:00Z,553,Wednesday
2019-06-04T00:00:00Z,593,Tuesday
2019-06-03T00:00:00Z,598,Monday
2019-06-02T00:00:00Z,566,Sunday
2019-06-01T00:00:00Z,734,Saturday
2019-05-31T00:00:00Z,593,Friday
2019-05-30T00:00:00Z,674,Thursday
2019-05-29T00:00:00Z,640,Wednesday
2019-05-28T00:00:00Z,665,Tuesday
2019-05-27T00:00:00Z,562,Monday
2019-05-26T00:00:00Z,580,Sunday
2019-05-25T00:00:00Z,670,Saturday
2019-05-24T00:00:00Z,682,Friday
2019-05-23T00:00:00Z,675,Thursday
2019-05-22T00:00:00Z,668,Wednesday
2019-05-21T00:00:00Z,628,Tuesday
2019-05-20T00:00:00Z,651,Monday
2019-05-19T00:00:00Z,605,Sunday
2019-05-18T00:00:00Z,612,Saturday
2019-05-17T00:00:00Z,624,Friday
2019-05-16T00:00:00Z,608,Thursday
2019-05-15T00:00:00Z,692,Wednesday
2019-05-14T00:00:00Z,626,Tuesday
2019-05-13T00:00:00Z,576,Monday
2019-05-12T00:00:00Z,559,Sunday
2019-05-11T00:00:00Z,578,Saturday
2019-05-10T00:00:00Z,623,Friday
2019-05-09T00:00:00Z,639,Thursday
2019-05-08T00:00:00Z,616,Wednesday
2019-05-07T00:00:00Z,614,Tuesday
2019-05-06T00:00:00Z,660,Monday
2019-05-05T00:00:00Z,647,Sunday
2019-05-04T00:00:00Z,634,Saturday
2019-05-03T00:00:00Z,649,Friday
2019-05-02T00:00:00Z,646,Thursday
2019-05-01T00:00:00Z,769,Wednesday
2019-04-30T00:00:00Z,638,Tuesday
2019-04-29T00:00:00Z,698,Monday
2019-04-28T00:00:00Z,600,Sunday
2019-04-27T00:00:00Z,612,Saturday
2019-04-26T00:00:00Z,629,Friday
2019-04-25T00:00:00Z,626,Thursday
2019-04-24T00:00:00Z,619,Wednesday
2019-04-23T00:00:00Z,570,Tuesday
2019-04-22T00:00:00Z,646,Monday
2019-04-21T00:00:00Z,449,Sunday
2019-04-20T00:00:00Z,598,Saturday
2019-04-19T00:00:00Z,633,Friday
2019-04-18T00:00:00Z,558,Thursday
2019-04-17T00:00:00Z,629,Wednesday
2019-04-16T00:00:00Z,577,Tuesday
2019-04-15T00:00:00Z,550,Monday
2019-04-14T00:00:00Z,563,Sunday
2019-04-13T00:00:00Z,564,Saturday
2019-04-12T00:00:00Z,632,Friday
2019-04-11T00:00:00Z,575,Thursday
2019-04-10T00:00:00Z,620,Wednesday
2019-04-09T00:00:00Z,624,Tuesday
2019-04-08T00:00:00Z,576,Monday
2019-04-07T00:00:00Z,497,Sunday
2019-04-06T00:00:00Z,662,Saturday
2019-04-05T00:00:00Z,579,Friday
2019-04-04T00:00:00Z,596,Thursday
2019-04-03T00:00:00Z,611,Wednesday
2019-04-02T00:00:00Z,612,Tuesday
2019-04-01T00:00:00Z,640,Monday
2019-03-31T00:00:00Z,522,Sunday
2019-03-30T00:00:00Z,562,Saturday
2019-03-29T00:00:00Z,599,Friday
2019-03-28T00:00:00Z,607,Thursday
2019-03-27T00:00:00Z,613,Wednesday
2019-03-26T00:00:00Z,553,Tuesday
2019-03-25T00:00:00Z,549,Monday
2019-03-24T00:00:00Z,555,Sunday
2019-03-23T00:00:00Z,582,Saturday
2019-03-22T00:00:00Z,644,Friday
2019-03-21T00:00:00Z,556,Thursday
2019-03-20T00:00:00Z,567,Wednesday
2019-03-19T00:00:00Z,553,Tuesday
2019-03-18T00:00:00Z,515,Monday
2019-03-17T00:00:00Z,529,Sunday
2019-03-16T00:00:00Z,526,Saturday
2019-03-15T00:00:00Z,611,Friday
2019-03-14T00:00:00Z,538,Thursday
2019-03-13T00:00:00Z,553,Wednesday
2019-03-12T00:00:00Z,556,Tuesday
2019-03-11T00:00:00Z,611,Monday
2019-03-10T00:00:00Z,512,Sunday
2019-03-09T00:00:00Z,602,Saturday
2019-03-08T00:00:00Z,574,Friday
2019-03-07T00:00:00Z,574,Thursday
2019-03-06T00:00:00Z,518,Wednesday
2019-03-05T00:00:00Z,457,Tuesday
2019-03-04T00:00:00Z,504,Monday
2019-03-03T00:00:00Z,538,Sunday
2019-03-02T00:00:00Z,570,Saturday
2019-03-01T00:00:00Z,654,Friday
2019-02-28T00:00:00Z,526,Thursday
2019-02-27T00:00:00Z,545,Wednesday
2019-02-26T00:00:00Z,504,Tuesday
2019-02-25T00:00:00Z,521,Monday
2019-02-24T00:00:00Z,544,Sunday
2019-02-23T00:00:00Z,629,Saturday
2019-02-22T00:00:00Z,553,Friday
2019-02-21T00:00:00Z,535,Thursday
2019-02-20T00:00:00Z,589,Wednesday
2019-02-19T00:00:00Z,496,Tuesday
2019-02-18T00:00:00Z,526,Monday
2019-02-17T00:00:00Z,513,Sunday
2019-02-16T00:00:00Z,570,Saturday
2019-02-15T00:00:00Z,633,Friday
2019-02-14T00:00:00Z,539,Thursday
2019-02-13T00:00:00Z,568,Wednesday
2019-02-12T00:00:00Z,570,Tuesday
2019-02-11T00:00:00Z,588,Monday
2019-02-10T00:00:00Z,565,Sunday
2019-02-09T00:00:00Z,516,Saturday
2019-02-08T00:00:00Z,561,Friday
2019-02-07T00:00:00Z,595,Thursday
2019-02-06T00:00:00Z,574,Wednesday
2019-02-05T00:00:00Z,578,Tuesday
2019-02-04T00:00:00Z,543,Monday
2019-02-03T00:00:00Z,524,Sunday
2019-02-02T00:00:00Z,563,Saturday
2019-02-01T00:00:00Z,688,Friday
2019-01-31T00:00:00Z,486,Thursday
2019-01-30T00:00:00Z,589,Wednesday
2019-01-29T00:00:00Z,532,Tuesday
2019-01-28T00:00:00Z,585,Monday
2019-01-27T00:00:00Z,522,Sunday
2019-01-26T00:00:00Z,531,Saturday
2019-01-25T00:00:00Z,572,Friday
2019-01-24T00:00:00Z,556,Thursday
2019-01-23T00:00:00Z,562,Wednesday
2019-01-22T00:00:00Z,566,Tuesday
2019-01-21T00:00:00Z,480,Monday
2019-01-20T00:00:00Z,473,Sunday
2019-01-19T00:00:00Z,533,Saturday
2019-01-18T00:00:00Z,572,Friday
2019-01-17T00:00:00Z,553,Thursday
2019-01-16T00:00:00Z,528,Wednesday
2019-01-15T00:00:00Z,551,Tuesday
2019-01-14T00:00:00Z,519,Monday
2019-01-13T00:00:00Z,517,Sunday
2019-01-12T00:00:00Z,567,Saturday
2019-01-11T00:00:00Z,536,Friday
2019-01-10T00:00:00Z,532,Thursday
2019-01-09T00:00:00Z,515,Wednesday
2019-01-08T00:00:00Z,523,Tuesday
2019-01-07T00:00:00Z,575,Monday
2019-01-06T00:00:00Z,508,Sunday
2019-01-05T00:00:00Z,552,Saturday
2019-01-04T00:00:00Z,525,Friday
2019-01-03T00:00:00Z,561,Thursday
2019-01-02T00:00:00Z,535,Wednesday
2019-01-01T00:00:00Z,695,Tuesday
