Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
05/05/2017,15,Theft,18F40,Grocery Store or Supermarket,2700-2799,DUNVALE,RD,-,1
05/05/2017,16,AutoTheft,18F40,Apartment Parking Lot,7900-7999,WESTHEIMER RD,RD,-,2
05/05/2017,19,Theft,18F40,Adult Book Store or Newsstand,7600-7699,WESTHEIMER,RD,-,1
05/05/2017,19,Theft,18F40,Convenience Store,2700-2799,DUNVALE RD,RD,-,1
05/06/2017,23,Robbery,18F40,Apartment Parking Lot,2300-2399,LAZY HOLLOW DR,-,-,1
05/06/2017,18,Rape,18F40,"Other, Unknown, or Not Listed",2700-2799,STONEY BROOK DR,-,-,1
05/06/2017,19,Theft,18F40,Apartment Parking Lot,2300-2399,LAZY HOLLOW DR,-,-,1
05/07/2017,03,AutoTheft,18F40,Bar or Night Club Parking Lot,2600-2699,WINROCK BLVD,BLVD,-,1
05/07/2017,12,Theft,18F40,Commercial Parking Lot or Garage,7500-7599,SAN FELIPE ST,ST,-,1
05/07/2017,14,AutoTheft,18F40,Garage or Carport,2000-2099,GESSNER,RD,S,1
05/07/2017,21,Theft,18F40,Strip Business Center Parking Lot,8000-8099,WESTHEIMER RD,RD,-,1
05/07/2017,18,Theft,18F40,Department or Discount Store,2700-2799,DUNVALE RD,RD,-,1
05/08/2017,03,Robbery,18F40,Strip Business Center Parking Lot,8900-8999,WESTHEIMER RD,RD,-,1
05/08/2017,01,Theft,18F40,Apartment,2900-2999,ROLIDO DR,-,-,1
05/08/2017,09,Theft,18F40,Apartment Parking Lot,2000-2099,S GESSNER RD,RD,-,1
05/08/2017,15,Robbery,18F40,Strip Business Center Parking Lot,8300-8399,WESTHEIMER RD,RD,-,1
05/08/2017,18,Theft,18F40,Department or Discount Store,8600-8699,WESTHEIMER,RD,-,1
05/08/2017,18,Burglary,18F40,Apartment,9500-9599,ELLA LEE LN,-,-,1
05/09/2017,08,Theft,18F40,"Gym, Recreat, Club House, Indoor Pool",6400-6499,SAN FELIPE,ST,-,1
05/09/2017,09,Robbery,18F40,Convenience Store Parking Lot,2600-2699,FONDREN RD,RD,-,1
05/09/2017,11,Theft,18F40,Commercial Parking Lot or Garage,1600-1699,WINROCK BLVD,BLVD,-,1
05/09/2017,07,Theft,18F40,Apartment Parking Lot,1800-1899,STONEY BROOK DR,-,-,1
05/09/2017,03,Burglary,18F40,Apartment,9400-9499,WESTHEIMER RD,RD,-,1
05/09/2017,22,Theft,18F40,Department or Discount Store,8600-8699,WESTHEIMER,RD,-,1
05/09/2017,16,Theft,18F40,Grocery Store or Supermarket,8600-8699,WESTHEIMER,RD,-,1
05/09/2017,15,Theft,18F40,Restaurant or Cafeteria Parking Lot,8000-8099,WESTHEIMER RD,RD,-,1
05/10/2017,03,Theft,18F40,Grocery Store or Supermarket Parking Lot,9600-9699,WESTHEIMER RD,RD,-,1
05/10/2017,08,Theft,18F40,Office Building,2500-2599,WESTERLAND DR,-,-,1
05/10/2017,15,Theft,18F40,Restaurant or Cafeteria Parking Lot,6200-6299,MAINE,ST,S,1
05/10/2017,14,Theft,18F40,Strip Business Center Parking Lot,2300-2399,S VOSS RD,RD,-,1
05/10/2017,11,Theft,18F40,Construction Site,1400-1499,WOOD HOLLOW,-,-,1
05/10/2017,12,Theft,18F40,Grocery Store or Supermarket Parking Lot,2700-2799,DUNVALE RD,RD,-,1
05/10/2017,22,Theft,18F40,Restaurant or Cafeteria Parking Lot,2600-2699,S GESSNER RD,RD,-,1
05/11/2017,21,Aggravated Assault,18F40,"Road, Street, or Sidewalk",9400-9499,WESTHEIMER,RD,-,1
05/11/2017,12,Theft,18F40,Grocery Store or Supermarket,9600-9699,WESTHEIMER,RD,-,1
05/11/2017,14,Theft,18F40,Grocery Store or Supermarket,2700-2799,DUNVALE,RD,-,1
05/12/2017,12,Theft,18F40,Department or Discount Store,2700-2799,DUNVALE,RD,-,1
05/12/2017,11,Theft,18F40,Apartment Parking Lot,2100-2199,TANGLEWILDE ST,ST,-,1
05/12/2017,15,Aggravated Assault,18F40,Apartment,2500-2599,S VOSS RD,RD,-,1
05/12/2017,07,Aggravated Assault,18F40,Residence or House,2200-2299,FULHAM,CT,-,1
05/12/2017,18,Theft,18F40,Apartment Parking Lot,8100-8199,RICHMOND AVE,-,-,1
05/12/2017,23,Theft,18F40,Department or Discount Store,8600-8699,WESTHEIMER,RD,-,1
05/12/2017,19,Burglary,18F40,Condominium,2800-2899,JEANETTA ST,ST,-,1
05/13/2017,23,Theft,18F40,Residence or House,6400-6499,OLYMPIA DR,-,-,1
05/13/2017,23,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/13/2017,15,Theft,18F40,"Other, Unknown, or Not Listed",8300-8399,WESTHEIMER,RD,-,1
05/13/2017,18,Theft,18F40,"Electronics Store, Electrical Supplies",8500-8599,WESTHEIMER,RD,-,1
05/13/2017,19,Theft,18F40,Other Parking Lot,9400-9499,WESTHEIMER RD,RD,-,1
05/13/2017,12,Theft,18F40,Grocery Store or Supermarket,1800-1899,S VOSS RD,RD,-,1
05/13/2017,13,Theft,18F40,Specialty Store (Non-Specific),8000-8099,WESTHEIMER,RD,-,1
05/14/2017,00,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/14/2017,22,Burglary,18F40,Barber And Beauty Shops,9600-9699,WESTHEIMER,RD,-,1
05/14/2017,11,Theft,18F40,Restaurant or Cafeteria,7600-7699,WESTHEIMER,RD,-,1
05/14/2017,16,Theft,18F40,Commercial Parking Lot or Garage,6400-6499,SAN FELIPE ST,ST,-,1
05/15/2017,08,Burglary,18F40,Specialty Store (Non-Specific),3200-3299,FONDREN,RD,-,1
05/15/2017,13,Theft,18F40,Apartment,6400-6499,WESTHEIMER RD,RD,-,1
05/15/2017,22,Robbery,18F40,Specialty Store (Non-Specific),7600-7699,WESTHEIMER,RD,-,1
05/15/2017,21,Theft,18F40,Commercial Parking Lot or Garage,2400-2499,S VOSS RD,RD,-,1
05/15/2017,22,Burglary,18F40,Apartment,2400-2499,PO BOX 979055,-,-,1
05/15/2017,22,Burglary,18F40,Department or Discount Store,6500-6599,WESTHEIMER,RD,-,1
05/15/2017,22,Theft,18F40,Commercial Parking Lot or Garage,3800-3899,HEATHERBLOOM,-,-,1
05/16/2017,12,Theft,18F40,Apartment Parking Lot,2900-2999,ROLIDO DR,-,-,1
05/16/2017,12,Theft,18F40,Commercial Parking Lot or Garage,9000-9099,WESTHEIMER RD,RD,-,1
05/16/2017,12,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/16/2017,08,Theft,18F40,Grocery Store or Supermarket,3000-3099,HILLCROFT AVE,-,-,1
05/16/2017,03,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/16/2017,07,Burglary,18F40,Miscellaneous Business (Non-Specific),9600-9699,WESTHEIMER,RD,-,1
05/16/2017,15,Burglary,18F40,Garage or Carport,2500-2599,OLD FARM RD,RD,-,1
05/16/2017,15,Theft,18F40,"Other, Unknown, or Not Listed",4700-4799,TELEPHONE,RD,-,1
05/16/2017,22,Theft,18F40,"Road, Street, or Sidewalk",2300-2399,LAZY HOLLOW DR,-,-,1
05/17/2017,08,AutoTheft,18F40,Rental Storage Facility,2300-2399,VOSS,RD,S,1
05/17/2017,11,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/17/2017,11,Robbery,18F40,"Road, Street, or Sidewalk",7900-7999,WESTHEIMER RD,RD,-,1
05/17/2017,12,Theft,18F40,Grocery Store or Supermarket,9600-9699,WESTHEIMER,RD,-,1
05/17/2017,13,Theft,18F40,Other Parking Lot,9300-9399,WESTHEIMER RD,RD,-,1
05/17/2017,17,Theft,18F40,"Other, Unknown, or Not Listed",2700-2799,JEANETTA ST,ST,-,1
05/17/2017,17,Theft,18F40,Restaurant or Cafeteria Parking Lot,6400-6499,SAN FELIPE,ST,-,1
05/17/2017,19,Aggravated Assault,18F40,Apartment,2400-2499,S GESSNER RD,RD,-,1
05/17/2017,23,Burglary,18F40,Apartment,9500-9599,ELLA LEE LN,-,-,1
05/18/2017,00,Theft,18F40,Apartment Parking Lot,5600-5699,FONDREN,RD,-,1
05/18/2017,00,Theft,18F40,Restaurant or Cafeteria Parking Lot,6400-6499,WESTHEIMER RD,RD,-,1
05/18/2017,03,Burglary,18F40,Specialty Store (Non-Specific),8400-8499,WESTHEIMER,RD,-,1
05/18/2017,09,Theft,18F40,Department or Discount Store,2700-2799,DUNVALE RD,RD,-,1
05/18/2017,12,Theft,18F40,Restaurant or Cafeteria Parking Lot,9400-9499,WESTHEIMER RD,RD,-,1
05/18/2017,14,Theft,18F40,Apartment Parking Lot,2300-2399,LAZY HOLLOW DR,-,-,1
05/18/2017,17,Theft,18F40,Department or Discount Store,8600-8699,WESTHEIMER,RD,-,1
05/18/2017,17,Theft,18F40,"Other, Unknown, or Not Listed",8400-8499,WESTHEIMER RD,RD,-,1
05/18/2017,16,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/18/2017,18,Aggravated Assault,18F40,Miscellaneous Business (Non-Specific),8800-8899,WESTHEIMER,RD,-,1
05/19/2017,07,Burglary,18F40,Maintenance or Building Services,8500-8599,WOODWAY,DR,-,1
05/19/2017,15,Theft,18F40,Other Parking Lot,7600-7699,WESTHEIMER RD,RD,-,1
05/19/2017,17,Theft,18F40,Auto Repair,3200-3299,DUNVALE RD,RD,-,1
05/19/2017,09,Burglary,18F40,Miscellaneous Business (Non-Specific),7900-7999,WESTHEIMER,RD,-,1
05/19/2017,10,Burglary,18F40,Liquor Store,9200-9299,WESTHEIMER RD,RD,-,1
05/19/2017,10,Aggravated Assault,18F40,"Road, Street, or Sidewalk",7500-7599,RICHMOND AVE,-,-,1
05/19/2017,19,Theft,18F40,Department or Discount Store,7900-7999,WESTHEIMER,RD,-,1
05/20/2017,08,Theft,18F40,Apartment Parking Lot,2400-2499,S VOSS RD,RD,-,1
05/20/2017,00,Robbery,18F40,Apartment,3400-3499,DUNVALE RD,RD,-,1
05/20/2017,13,Theft,18F40,Apartment Parking Lot,2400-2499,S VOSS RD,RD,-,1
05/20/2017,23,Burglary,18F40,Apartment,2400-2499,WINROCK BLVD,BLVD,-,1
05/21/2017,11,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/21/2017,14,Aggravated Assault,18F40,Apartment,9100-9199,WESTHEIMER RD,RD,-,1
05/21/2017,21,Theft,18F40,Apartment,2700-2799,JEANETTA ST,ST,-,1
05/21/2017,16,Burglary,18F40,Apartment,9400-9499,BRIAR FOREST DR,-,-,1
05/22/2017,23,Aggravated Assault,18F40,Apartment,2900-2999,ROLIDO DR,-,-,1
05/22/2017,22,Theft,18F40,Restaurant or Cafeteria Parking Lot,2700-2799,FONDREN RD,RD,-,1
05/22/2017,12,Aggravated Assault,18F40,"Road, Street, or Sidewalk",8300-8399,WESTHEIMER RD,RD,-,1
05/22/2017,17,Theft,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/22/2017,16,AutoTheft,18F40,Service or Gas Station,8200-8299,WESTHEIMER RD,RD,-,1
05/22/2017,03,Burglary,18F40,Department or Discount Store,8400-8499,WESTHEIMER,RD,-,1
05/22/2017,00,AutoTheft,18F40,Strip Business Center Parking Lot,7700-7799,WESTHEIMER,RD,-,1
05/23/2017,10,Theft,18F40,Apartment Parking Lot,2600-2699,TANGLEWILDE,ST,-,1
05/23/2017,16,Burglary,18F40,Apartment,2200-2299,WESTERLAND DR,-,-,1
05/23/2017,15,Theft,18F40,Bank,7500-7599,SAN FELIPE ST,ST,-,1
05/23/2017,18,Burglary,18F40,Apartment,8500-8599,WOODWAY DR,-,-,1
05/24/2017,11,Theft,18F40,Vacant Grocery Store or Supermarket,8600-8699,WESTHEIMER,RD,-,1
05/24/2017,12,AutoTheft,18F40,Other Parking Lot,2100-2199,VOSS,RD,S,1
05/24/2017,19,Theft,18F40,Bank,6400-6499,SAN FELIPE ST,ST,-,1
05/24/2017,15,Theft,18F40,Department or Discount Store,5900-5999,CHARLESTOWN COLONY,-,-,1
05/24/2017,14,Theft,18F40,Grocery Store or Supermarket,8600-8699,WESTHEIMER,RD,-,1
05/24/2017,14,Theft,18F40,"Road, Street, or Sidewalk",2600-2699,WINROCK BLVD,BLVD,-,1
05/25/2017,00,Aggravated Assault,18F40,Apartment,8100-8199,RICHMOND AVE,-,-,1
05/25/2017,09,Theft,18F40,Apartment,9500-9599,ELLA LEE LN,-,-,1
05/25/2017,09,Theft,18F40,Strip Business Center Parking Lot,1400-1499,VOSS,RD,S,1
05/25/2017,19,Theft,18F40,Apartment Parking Lot,2800-2899,JEANETTA ST,ST,-,1
05/25/2017,21,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/25/2017,15,Burglary,18F40,Apartment,8100-8199,RICHMOND,AVE,-,1
05/25/2017,16,Theft,18F40,Mall Common Area,8500-8599,WESTHEIMER RD,RD,-,1
05/26/2017,07,Theft,18F40,Apartment Parking Lot,1400-1499,WINROCK BLVD,BLVD,-,1
05/26/2017,03,Aggravated Assault,18F40,"Road, Street, or Sidewalk",2700-2799,HILLCROFT AVE,-,-,1
05/26/2017,01,Burglary,18F40,Apartment,9200-9299,WESTHEIMER RD,RD,-,1
05/26/2017,09,Theft,18F40,Apartment Parking Lot,7200-7299,REGENCY SQUARE,CT,-,1
05/26/2017,08,Theft,18F40,Apartment Parking Lot,2900-2999,ROLIDO DR,-,-,1
05/26/2017,10,Theft,18F40,Commercial Parking Lot or Garage,2100-2199,EL PASEO,ST,-,1
05/26/2017,10,Theft,18F40,Department or Discount Store,2700-2799,DUNVALE,RD,-,1
05/26/2017,11,Theft,18F40,Apartment Parking Lot,2400-2499,S VOSS RD,RD,-,1
05/26/2017,14,Burglary,18F40,Apartment,2500-2599,OLD FARM RD,RD,-,1
05/26/2017,14,Theft,18F40,Grocery Store or Supermarket Parking Lot,8600-8699,WESTHEIMER,RD,-,1
05/26/2017,20,Theft,18F40,Department or Discount Store,8600-8699,WESTHEIMER,RD,-,1
05/26/2017,15,Theft,18F40,Department or Discount Store,8400-8499,WESTHEIMER RD,RD,-,1
05/26/2017,16,Theft,18F40,Service or Gas Station,9500-9599,WESTHEIMER,RD,-,1
05/26/2017,16,Theft,18F40,Strip Business Center Parking Lot,2700-2799,DUNVALE RD,RD,-,1
05/27/2017,05,Theft,18F40,Apartment,9400-9499,BRIAR FOREST DR,-,-,1
05/27/2017,20,Theft,18F40,Department or Discount Store,8600-8699,WESTHEIMER,RD,-,1
05/27/2017,21,Burglary,18F40,Apartment,2500-2599,OLD FARM RD APT 1425,-,-,1
05/27/2017,13,Theft,18F40,Other Parking Lot,8200-8299,WESTHEIMER RD,RD,-,1
05/27/2017,17,Theft,18F40,Strip Business Center Parking Lot,2600-2699,FONDREN RD,RD,-,1
05/27/2017,16,Theft,18F40,Commercial Parking Lot or Garage,9000-9099,WESTHEIMER RD,RD,-,1
05/27/2017,16,Theft,18F40,Strip Business Center Parking Lot,2600-2699,FONDREN RD,RD,-,1
05/27/2017,16,Theft,18F40,Strip Business Center Parking Lot,6500-6599,WESTHEIMER RD,RD,-,1
05/27/2017,14,Burglary,18F40,"Vacant Single Occ Resd(House,Townhs,Dplex)",6400-6499,OLYMPIA DR,-,-,1
05/28/2017,18,Theft,18F40,Other Parking Lot,2700-2799,DUNVALE RD,RD,-,1
05/28/2017,16,Theft,18F40,Department or Discount Store,2700-2799,DUNVALE,RD,-,1
05/29/2017,17,Burglary,18F40,Residence or House,2800-2899,DAIRY ASHFORD,RD,S,1
05/29/2017,17,Theft,18F40,Apartment,9400-9499,WESTHEIMER ROAD APT 307C,-,-,1
05/29/2017,21,Burglary,18F40,Apartment,7900-7999,BELLAIRE,BLVD,-,1
05/29/2017,19,Robbery,18F40,Apartment Parking Lot,2500-2599,TANGLEWILDE 230,-,-,1
05/29/2017,06,Robbery,18F40,Apartment Parking Lot,7500-7599,BURGOYNE RD,RD,-,1
05/30/2017,05,Theft,18F40,Apartment Parking Lot,9400-9499,BRIAR FOREST DR,-,-,1
05/30/2017,10,Burglary,18F40,Restaurant or Cafeteria,6500-6599,WESTHEIMER,RD,-,1
05/30/2017,12,Theft,18F40,Restaurant or Cafeteria Parking Lot,9300-9399,WESTHEIMER RD,RD,-,1
05/30/2017,11,Theft,18F40,Apartment Parking Lot,1400-1499,WOOD HOLLOW DR,-,-,1
05/30/2017,07,Burglary,18F40,"Vacant Other Residential (Apartment,Dorms)",2000-2099,S VOSS RD,RD,-,1
05/30/2017,15,Theft,18F40,Barber And Beauty Shops,7500-7599,WESTHEIMER,RD,-,1
05/30/2017,15,AutoTheft,18F40,Apartment Parking Lot,2600-2699,TANGLEWILDE ST,ST,-,1
05/30/2017,20,Aggravated Assault,18F40,Apartment,8800-8899,WESTHEIMER RD,RD,-,2
05/30/2017,21,Robbery,18F40,Convenience Store Parking Lot,2700-2799,DUNVALE RD,RD,-,1
05/30/2017,17,Theft,18F40,Commercial Parking Lot or Garage,3000-3099,CROSSVIEW DR,-,-,1
05/30/2017,18,Theft,18F40,Department or Discount Store,2700-2799,DUNVALE,RD,-,1
05/31/2017,14,Theft,18F40,Apartment,6400-6499,WESTHEIMER RD,RD,-,1
05/31/2017,14,Theft,18F40,Residence or House,2400-2499,WINROCK BLVD,BLVD,-,1
05/31/2017,20,Burglary,18F40,Apartment,7900-7999,LOCKE,LN,-,1
05/31/2017,11,Theft,18F40,Miscellaneous Business (Non-Specific),6500-6599,WESTHEIMER,RD,-,1
05/31/2017,08,Aggravated Assault,18F40,Apartment,9400-9499,BRIAR FOREST DR,-,-,1
04/25/2017,14,AutoTheft,18F50,Miscellaneous Business (Non-Specific),7600-7699,WESTGLEN,DR,-,1
04/26/2017,12,Rape,18F50,Sexually Oriented Club,7200-7299,REGENCY SQUARE CT,-,-,1
05/01/2017,08,Theft,18F50,Elementary School,6400-6499,SOUTHWEST,ST,-,1
05/01/2017,17,Theft,18F50,Other Parking Lot,5900-5999,HILLCROFT AVE,-,-,1
05/01/2017,16,AutoTheft,18F50,"Road, Street, or Sidewalk",6100-6199,REIMS RD,RD,-,1
05/01/2017,15,Theft,18F50,Service or Gas Station,6600-6699,FONDREN RD,RD,-,1
05/01/2017,12,Theft,18F50,Construction Site,4700-4799,PIN OAK CREEK LANE,-,-,1
05/01/2017,12,Theft,18F50,Specialty Store (Non-Specific),8700-8799,SIENNA SPRINGS BLVD.,-,-,1
05/01/2017,21,Theft,18F50,"Gym, Recreat, Club House, Indoor Pool",6800-6899,CHASEWOOD,DR,-,1
05/02/2017,03,Aggravated Assault,18F50,Apartment,UNK,PALM MEADOW CT.,-,-,1
05/02/2017,15,AutoTheft,18F50,Apartment Parking Lot,9500-9599,PAGEWOOD LN,-,-,1
05/02/2017,18,Aggravated Assault,18F50,Apartment,5900-5999,BONHOMME RD,RD,-,2
05/03/2017,05,Burglary,18F50,Restaurant or Cafeteria,3900-3999,GESSNER,RD,S,1
05/03/2017,14,Theft,18F50,"Other, Unknown, or Not Listed",UNK,HILLCROFT AVE/SOUTHWEST FWY OB,-,-,1
05/03/2017,10,Theft,18F50,Strip Business Center Parking Lot,7300-7399,HARWIN DR,-,-,1
05/03/2017,11,AutoTheft,18F50,Apartment Parking Lot,9200-9299,PAGEWOOD LN,-,-,1
05/04/2017,09,Burglary,18F50,Drug Store or Medical Supply,9500-9599,RICHMOND,AVE,-,1
05/04/2017,16,Theft,18F50,"Other, Unknown, or Not Listed",6700-6799,SOUTHWEST FWY OB,-,-,1
05/04/2017,17,Theft,18F50,"Other, Unknown, or Not Listed",9800-9899,WESTPARK DR,-,-,1
05/05/2017,09,Robbery,18F50,Strip Business Center Parking Lot,6700-6799,HARWIN DR,-,-,1
05/05/2017,11,Theft,18F50,Department or Discount Store,9300-9399,RICHMOND AVE,-,-,1
05/05/2017,12,Theft,18F50,Mall Parking Lot,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/05/2017,02,Aggravated Assault,18F50,Restaurant or Cafeteria,3200-3299,FONDREN,RD,-,1
05/05/2017,19,Theft,18F50,"Hotel, Motel, Inn, Etc.",600-699,EUBANKS,ST,-,1
05/05/2017,19,Theft,18F50,Service or Gas Station,9600-9699,WESTHEIMER RD,RD,-,1
05/05/2017,19,Aggravated Assault,18F50,Body Shop,8700-8799,WINDSWEPT,LN,-,1
05/05/2017,15,Theft,18F50,Other Parking Lot,9100-9199,DAFFODIL,ST,-,1
05/05/2017,14,Theft,18F50,Convenience Store,5700-5799,FONDREN,RD,-,1
05/06/2017,08,Theft,18F50,Clothing Store,5700-5799,HILLCROFT,AVE,-,1
05/06/2017,04,Theft,18F50,Commercial Parking Lot or Garage,7300-7399,HURTGENFOREST,ST,-,1
05/06/2017,01,Robbery,18F50,Apartment Parking Lot,6200-6299,MARINETTE DR,-,-,1
05/06/2017,13,Theft,18F50,Commercial Parking Lot or Garage,7300-7399,SOUTHWEST FWY OB,-,-,1
05/06/2017,11,AutoTheft,18F50,"Road, Street, or Sidewalk",6200-6299,MARINETTE DR,-,-,1
05/06/2017,15,Theft,18F50,Restaurant or Cafeteria,9500-9599,WESTHEIMER RD,RD,-,1
05/07/2017,12,Theft,18F50,Department or Discount Store,6800-6899,SOUTHWEST,ST,-,1
05/08/2017,10,Burglary,18F50,"Physician, Doctor, Dentist's Office",9500-9599,RICHMOND,AVE,-,1
05/08/2017,21,Robbery,18F50,Apartment Parking Lot,3400-3499,OCEE ST,ST,-,1
05/08/2017,17,AutoTheft,18F50,"Road, Street, or Sidewalk",3400-3499,OCEE ST,ST,-,1
05/09/2017,12,Theft,18F50,Strip Business Center Parking Lot,8700-8799,WESTPARK,DR,-,1
05/09/2017,10,Burglary,18F50,Miscellaneous Business (Non-Specific),9800-9899,WESTPARK,DR,-,1
05/09/2017,22,Robbery,18F50,"Road, Street, or Sidewalk",9700-9799,ORCHID BREEZE LANE,-,-,1
05/09/2017,15,AutoTheft,18F50,Vehicle/Auto Sales/Lease/Auto Parts Store,7000-7099,SOUTHWEST,ST,-,1
05/09/2017,14,Theft,18F50,Apartment Parking Lot,6100-6199,MARINETTE DR,-,-,1
05/09/2017,14,Theft,18F50,Commercial Parking Lot or Garage,8600-8699,WESTPARK DR,-,-,1
05/09/2017,18,Theft,18F50,Mall Parking Lot,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/10/2017,16,Robbery,18F50,Residence or House,6100-6199,FONDREN RD,RD,-,1
05/10/2017,13,Theft,18F50,Strip Business Center Parking Lot,5700-5799,HILLCROFT,AVE,-,1
05/10/2017,14,Theft,18F50,Commercial Parking Lot or Garage,6600-6699,SOUTHWEST,ST,-,1
05/11/2017,17,Theft,18F50,"Hotel, Motel, Inn, Etc.",UNK,COTTON IRON DR.,-,-,1
05/12/2017,00,Robbery,18F50,Bar or Night Club Parking Lot,8900-8999,RICHMOND AVE,-,-,1
05/12/2017,18,AutoTheft,18F50,Apartment Parking Lot,7500-7599,CLAREWOOD DR,-,-,1
05/12/2017,15,Theft,18F50,Commercial Parking Lot or Garage,6500-6599,FONDREN RD,RD,-,1
05/12/2017,07,Theft,18F50,Apartment Parking Lot,3400-3499,OCEE ST,ST,-,1
05/12/2017,12,Theft,18F50,Department or Discount Store,5700-5799,HILLCROFT,AVE,-,1
05/13/2017,16,Theft,18F50,Commercial Parking Lot or Garage,6600-6699,HARWIN DR,-,-,1
05/13/2017,16,Theft,18F50,Other Parking Lot,9600-9699,WESTHEIMER RD,RD,-,1
05/13/2017,12,Theft,18F50,Other Parking Lot,5700-5799,HILLCROFT AVE,-,-,1
05/13/2017,07,Theft,18F50,Convenience Store,9500-9599,RICHMOND,AVE,-,1
05/13/2017,04,Rape,18F50,Bar or Night Club,6600-6699,HARWIN DR,-,-,1
05/14/2017,03,Theft,18F50,Service or Gas Station,3700-3799,GESSNER,RD,S,1
05/15/2017,10,Aggravated Assault,18F50,Apartment Parking Lot,5900-5999,BONHOMME RD,RD,-,1
05/15/2017,02,Robbery,18F50,Apartment Parking Lot,3400-3499,OCEE ST,ST,-,1
05/16/2017,18,Theft,18F50,Commercial Building,19000-19099,MISSION PARK,DR,-,1
05/16/2017,06,Theft,18F50,Sexually Oriented Club,11300-11399,WHITTINGHAM,LN,-,1
05/16/2017,07,Theft,18F50,Strip Business Center Parking Lot,7600-7699,DASHWOOD DR,-,-,1
05/16/2017,10,AutoTheft,18F50,"Other, Unknown, or Not Listed",7400-7499,HARWIN DR,-,-,1
05/16/2017,10,Rape,18F50,"Field, Woods, Forest, Park",7200-7299,REGENCY SQUARE BLVD,BLVD,-,1
05/17/2017,17,Theft,18F50,Miscellaneous Business (Non-Specific),7300-7399,SOUTHWEST FWY OB,-,-,1
05/17/2017,18,Theft,18F50,Strip Business Center Parking Lot,9600-9699,WESTHEIMER RD,RD,-,1
05/17/2017,18,Burglary,18F50,Apartment,3400-3499,OCEE ST,ST,-,1
05/17/2017,14,Robbery,18F50,Commercial Parking Lot or Garage,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/17/2017,13,Robbery,18F50,Strip Business Center Parking Lot,5900-5999,HILLCROFT AVE,-,-,1
05/17/2017,08,Burglary,18F50,Commercial Building,7800-7899,WESTPARK,DR,-,1
05/17/2017,09,Theft,18F50,Commercial Parking Lot or Garage,9600-9699,WESTHEIMER RD,RD,-,1
05/18/2017,23,Theft,18F50,Bar or Night Club Parking Lot,6700-6799,SOUTHWEST FWY OB,-,-,1
05/18/2017,10,Burglary,18F50,Body Shop,9800-9899,WESTPARK,DR,-,1
05/19/2017,00,Robbery,18F50,Apartment Parking Lot,9200-9299,PAGEWOOD LN,-,-,1
05/19/2017,03,Aggravated Assault,18F50,Apartment,6200-6299,MARINETTE,DR,-,1
05/19/2017,11,AutoTheft,18F50,"Other, Unknown, or Not Listed",8900-8999,LIPAN,RD,-,2
05/19/2017,16,Theft,18F50,Department or Discount Store,300-399,SHARPSTOWN CENTER,-,-,1
05/19/2017,14,Theft,18F50,Auto Repair,7600-7699,DASHWOOD DR,-,-,1
05/19/2017,14,Theft,18F50,"Gym, Recreat, Club House, Indoor Pool",7500-7599,BELLAIRE BLVD,BLVD,-,1
05/19/2017,19,Theft,18F50,"Road, Street, or Sidewalk",6000-6099,BISSONNET,ST,-,1
05/19/2017,19,Robbery,18F50,"Road, Street, or Sidewalk",6200-6299,MARINETTE DR,-,-,1
05/19/2017,21,Theft,18F50,"Road, Street, or Sidewalk",2100-2199,CENTER,ST,-,1
05/20/2017,08,Theft,18F50,Strip Business Center Parking Lot,6400-6499,SOUTHWEST FWY OB,-,-,1
05/20/2017,14,Theft,18F50,Mall Parking Lot,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/20/2017,15,Rape,18F50,Mall Common Area,6900-6999,BELLAIRE,BLVD,-,1
05/20/2017,16,Robbery,18F50,Apartment Parking Lot,3400-3499,OCEE ST,ST,-,1
05/20/2017,16,Theft,18F50,Commercial Parking Lot or Garage,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/20/2017,17,Theft,18F50,Department or Discount Store,8100-8199,BEECHCOVE,LN,-,1
05/20/2017,22,Burglary,18F50,Apartment,7600-7699,GULFTON,-,-,1
05/21/2017,04,Robbery,18F50,Commercial Parking Lot or Garage,6500-6599,HARBOR TOWN,DR,-,1
05/21/2017,06,Burglary,18F50,Miscellaneous Business (Non-Specific),3900-3999,S.GESSNER RD STE A,-,-,1
05/21/2017,02,Burglary,18F50,Miscellaneous Business (Non-Specific),8400-8499,WESTPARK,DR,-,1
05/21/2017,17,Theft,18F50,Restaurant or Cafeteria Parking Lot,3800-3899,GESSNER RD,RD,-,1
