Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
05/22/2017,14,Robbery,15E40,"Hotel, Motel, Inn, Etc.",9900-9999,BUFFALO SPEEDWAY,-,-,1
05/22/2017,14,Theft,15E40,Other Parking Lot,9500-9599,MAIN,ST,-,1
05/23/2017,09,Theft,15E40,Apartment Parking Lot,2400-2499,WESTRIDGE ST,ST,-,1
05/23/2017,09,Burglary,15E40,Apartment,10200-10299,PO BOX 190134,-,-,1
05/23/2017,22,Theft,15E40,Hotel or Motel Parking Lot,4000-4099,DUMONT,DR,-,1
05/23/2017,16,AutoTheft,15E40,Commercial Building,1900-1999,LOCKWOOD,-,-,1
05/23/2017,17,Theft,15E40,Service or Gas Station,8600-8699,ALMEDA RD,RD,-,1
05/23/2017,18,Theft,15E40,Clothing Store,8200-8299,KIRBY,DR,-,1
05/24/2017,03,Theft,15E40,Hotel or Motel Parking Lot,8600-8699,KIRBY DR,-,-,1
05/24/2017,02,Robbery,15E40,Apartment Parking Lot,7600-7699,PHOENIX DRIVE APT 1011,-,-,1
05/24/2017,04,Theft,15E40,Hotel or Motel Parking Lot,9300-9399,MAIN ST OB,-,-,1
05/24/2017,06,Theft,15E40,Apartment Parking Lot,400-499,EMERALD,DR,-,1
05/24/2017,13,Theft,15E40,Hotel or Motel Parking Lot,9900-9999,BUFFALO SPEEDWAY,-,-,1
05/24/2017,11,Theft,15E40,Hotel or Motel Parking Lot,8600-8699,KIRBY DR,-,-,1
05/24/2017,18,Theft,15E40,Apartment Parking Lot,7600-7699,PHOENIX DR,-,-,1
05/24/2017,15,Theft,15E40,Residence or House,10800-10899,ALMEDA PARK DR,-,-,1
05/25/2017,08,Theft,15E40,Apartment Parking Lot,7900-7999,CAMBRIDGE ST,ST,-,1
05/25/2017,21,Theft,15E40,Other Parking Lot,2600-2699,S LOOP W,-,-,1
05/26/2017,07,Theft,15E40,Garage or Carport,7600-7699,PHOENIX DR,-,-,1
05/26/2017,06,Theft,15E40,Apartment Parking Lot,2100-2199,HEPBURN,-,-,1
05/26/2017,01,Robbery,15E40,Apartment Parking Lot,8400-8499,W BARTELL DR,-,-,1
05/26/2017,21,Theft,15E40,Restaurant or Cafeteria,1100-1199,OLD SPANISH TRL,-,-,1
05/26/2017,21,Aggravated Assault,15E40,Apartment,3000-3099,MURWORTH,DR,-,1
05/26/2017,19,AutoTheft,15E40,"Stadium, Sports Arena, Race Track",UNK,KIRBY DR/S LOOP W,-,-,1
05/26/2017,19,Theft,15E40,"Other, Unknown, or Not Listed",8400-8499,ALMEDA RD,RD,-,1
05/26/2017,16,AutoTheft,15E40,"Stadium, Sports Arena, Race Track",8500-8599,FANNIN ST,ST,-,1
05/26/2017,16,Theft,15E40,Commercial Parking Lot or Garage,9000-9099,KNIGHT,RD,-,1
05/26/2017,15,Theft,15E40,Apartment Parking Lot,8300-8399,BRAESMAIN DR,-,-,1
05/26/2017,17,AutoTheft,15E40,Bus Station,1500-1599,W BELLFORT AVE,-,-,1
05/26/2017,17,Theft,15E40,Commercial Parking Lot or Garage,9000-9099,KNIGHT,RD,-,2
05/26/2017,17,Theft,15E40,Grocery Store or Supermarket,5200-5299,SILVER OAK,-,-,1
05/26/2017,08,Theft,15E40,Apartment Parking Lot,2100-2199,HEPBURN,-,-,1
05/26/2017,08,Theft,15E40,Grocery Store or Supermarket,6900-6999,DUTCH JOHN CIRCLE,-,-,1
05/26/2017,10,Burglary,15E40,Apartment,7600-7699,PHOENIX DR,-,-,1
05/26/2017,10,Theft,15E40,Department or Discount Store,8200-8299,KIRBY,DR,-,1
05/26/2017,14,Burglary,15E40,Apartment,8500-8599,HEARTH DR,-,-,1
05/26/2017,23,Burglary,15E40,Apartment,7100-7199,READING RD APT,-,-,1
05/26/2017,23,Theft,15E40,Restaurant or Cafeteria Parking Lot,2500-2599,S LOOP W,-,-,1
05/27/2017,09,Theft,15E40,Apartment Parking Lot,10200-10299,BUFFALO SPEEDWAY,-,-,1
05/27/2017,17,Theft,15E40,Specialty Store (Non-Specific),8100-8199,KIRBY,DR,-,1
05/27/2017,20,Burglary,15E40,Apartment,10000-10099,FANNIN ST,ST,-,1
05/28/2017,15,Burglary,15E40,"Vacant Other Residential (Apartment,Dorms)",10000-10099,FANNIN,ST,-,1
05/28/2017,21,Theft,15E40,"Road, Street, or Sidewalk",7800-7899,FANNIN ST OB,-,-,1
05/28/2017,22,Theft,15E40,"Road, Street, or Sidewalk",7700-7799,KIRBY DR,-,-,1
05/28/2017,02,Burglary,15E40,Miscellaneous Business (Non-Specific),2600-2699,LOOP,-,S,1
05/28/2017,11,Burglary,15E40,Apartment,14500-14599,ZENITH,ST,-,1
05/28/2017,14,AutoTheft,15E40,Apartment Parking Lot,2600-2699,SOUTH LOOP WEST SUITE 109,-,-,1
05/29/2017,21,Aggravated Assault,15E40,Apartment,8400-8499,HEARTH,DR,-,1
05/29/2017,17,Theft,15E40,Restaurant or Cafeteria,3000-3099,S LOOP W,-,-,1
05/29/2017,08,Aggravated Assault,15E40,Residence or House,8400-8499,HEARTH DR,-,-,1
05/29/2017,10,Theft,15E40,"Other, Unknown, or Not Listed",1600-1699,S LOOP W,-,-,1
05/29/2017,11,Theft,15E40,Service or Gas Station,8600-8699,ALMEDA,RD,-,1
05/30/2017,05,Theft,15E40,Apartment Parking Lot,8300-8399,PO BOX 42927,-,-,1
05/30/2017,03,Theft,15E40,Apartment Parking Lot,8300-8399,EL MUNDO ST 735,-,-,1
05/30/2017,03,Theft,15E40,Apartment Parking Lot,8300-8399,EL MUNDO ST APT740,-,-,4
05/30/2017,02,Theft,15E40,Apartment Parking Lot,1300-1399,TAHOE VALLEY LANE,-,-,1
05/30/2017,02,Theft,15E40,Apartment Parking Lot,8300-8399,EL MUNDO ST APT740,-,-,1
05/30/2017,14,AutoTheft,15E40,Other Parking Lot,100-199,RHODES,ST,-,3
05/30/2017,20,Theft,15E40,Convenience Store Parking Lot,9500-9599,MAIN,-,-,1
05/30/2017,08,Theft,15E40,Construction Site,10800-10899,ALMEDA,RD,-,1
05/31/2017,23,Burglary,15E40,Apartment,800-899,POLK,ST,S,1
05/31/2017,17,Theft,15E40,Not Listed,7800-7899,MAIN,-,-,1
05/31/2017,17,Theft,15E40,Apartment Parking Lot,8400-8499,CAMBRIDGE ST,ST,-,1
05/31/2017,23,Aggravated Assault,15E40,Apartment,2700-2799,HOLLY HALL ST APT 1603,-,-,1
05/31/2017,23,Aggravated Assault,15E40,Apartment Parking Lot,8500-8599,HEARTH DR. APT 3,-,-,1
05/01/2017,08,Theft,16E10,Driveway,1500-1599,NEW URBAN WAY,-,-,1
05/01/2017,08,Burglary,16E10,"Vacant Single Occ Resd(House,Townhs,Dplex)",29000-29099,DRYANDER FOREST,ST,-,1
05/01/2017,09,Theft,16E10,Residence or House,12100-12199,CITY TREK,LN,-,1
05/01/2017,03,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/01/2017,17,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/01/2017,12,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/02/2017,14,Burglary,16E10,Apartment,11900-11999,OAKMOOR,PKWY,-,1
05/02/2017,13,Theft,16E10,"Other, Unknown, or Not Listed",UNK,ALMEDA GENOA RD/SOUTH FWY OB,-,-,1
05/04/2017,21,Aggravated Assault,16E10,Mobile Home,14100-14199,DEL PAPA ST,ST,-,1
05/05/2017,15,Theft,16E10,"Other, Unknown, or Not Listed",1500-1599,KEW GARDEN DR,-,-,1
05/07/2017,20,Burglary,16E10,Construction Site,3100-3199,CENTENNIAL VILLAGE,DR,-,1
05/08/2017,00,Theft,16E10,"Vacant Storage Fac (Barn,Garage,Warehouse)",13100-13199,ELAINE RD,RD,-,1
05/08/2017,14,Burglary,16E10,Vacant Building (Commercial),3000-3099,MANDALE,-,-,1
05/09/2017,11,Theft,16E10,Driveway,13200-13299,REMME RIDGE LN,-,-,1
05/09/2017,09,Burglary,16E10,Other Parking Lot,1700-1799,NICHOLE WOODS,-,-,1
05/09/2017,00,Theft,16E10,"Vacant Other Residential (Apartment,Dorms)",13100-13199,KINGSTON POINT,-,-,1
05/09/2017,15,Theft,16E10,Driveway,2300-2399,CLEAR LAKE BLVD - 180,-,-,1
05/10/2017,09,Theft,16E10,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL LN,-,-,1
05/10/2017,20,Theft,16E10,"Other, Unknown, or Not Listed",13100-13199,MAJESTIC PLACE CT,-,-,1
05/12/2017,14,AutoTheft,16E10,"Vacant Storage Fac (Barn,Garage,Warehouse)",500-599,E ANDERSON RD,RD,-,1
05/13/2017,08,Theft,16E10,Driveway,11900-11999,GREEN COLLING PARK DRIVE,-,-,1
05/13/2017,14,Theft,16E10,"Parks and Recreation, Zoo, Swimming Pool",3500-3599,BUCHANAN HILL,LN,-,1
05/14/2017,13,Theft,16E10,Auto Repair,1400-1499,ALMEDA GENOA,RD,-,1
05/14/2017,11,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/16/2017,13,Theft,16E10,Apartment Parking Lot,2200-2299,WEST OREM,DR,-,1
05/16/2017,07,Theft,16E10,Commercial Parking Lot or Garage,100-199,HWY 61,-,-,1
05/16/2017,08,Theft,16E10,"Factory, Manufacturing, or Industrial",1100-1199,FELLOWS,-,-,1
05/17/2017,15,Burglary,16E10,Apartment,2200-2299,OREM,DR,W,1
05/17/2017,16,Burglary,16E10,Apartment,2200-2299,OREM,DR,W,1
05/18/2017,18,Theft,16E10,"Parks and Recreation, Zoo, Swimming Pool",12100-12199,KIRBY DR,-,-,1
05/18/2017,15,Burglary,16E10,Apartment,2500-2599,RIVERSIDE,DR,-,1
05/18/2017,12,Theft,16E10,Commercial Parking Lot or Garage,12100-12199,KIRBY DR,-,-,1
05/19/2017,07,Theft,16E10,Other Parking Lot,12100-12199,KIRBY DR,-,-,1
05/19/2017,15,Theft,16E10,Residence or House,13500-13599,HOOPER RD,RD,-,1
05/20/2017,02,Aggravated Assault,16E10,"Other, Unknown, or Not Listed",1800-1899,HALSTEAD,ST,-,1
05/21/2017,16,Theft,16E10,Apartment Parking Lot,5900-5999,SADDLE BRED,DR,-,1
05/21/2017,20,Aggravated Assault,16E10,Apartment,5100-5199,LARKSPUR,ST,-,2
05/21/2017,18,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PK CENTRAL LN APT 6,-,-,1
05/21/2017,10,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/21/2017,06,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/21/2017,09,Theft,16E10,Residence or House,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/22/2017,19,Burglary,16E10,Apartment,2200-2299,OREM APT1211,-,W,1
05/22/2017,19,Theft,16E10,"Road, Street, or Sidewalk",1600-1699,NICHOLE WOODS DR,-,-,1
05/22/2017,13,Theft,16E10,Warehouse,1800-1899,AIRPORT,BLVD,W,1
05/22/2017,13,AutoTheft,16E10,"Road, Street, or Sidewalk",13000-13099,SH 288 HWY OB,-,-,1
05/22/2017,00,AutoTheft,16E10,Bar or Night Club Parking Lot,13700-13799,KARALIS RD,RD,-,2
05/24/2017,19,Burglary,16E10,Residence or House,11800-11899,PRINCESS GARDEN WAY,-,-,1
05/25/2017,08,Theft,16E10,"Road, Street, or Sidewalk",900-999,WESTWOOD GLEN LN,-,-,1
05/25/2017,06,Theft,16E10,Driveway,13100-13199,HIGHBURY VIEW CT,-,-,1
05/25/2017,05,Theft,16E10,Residence or House,2200-2299,W OREM DR,-,-,1
05/26/2017,08,Theft,16E10,Driveway,13300-13399,REMME RIDGE,LN,-,1
05/26/2017,06,Theft,16E10,Residence or House,700-799,HEATHERTON HILL LN,-,-,1
05/26/2017,06,Theft,16E10,Residence or House,12800-12899,KINGSTON POINT LN,-,-,1
05/26/2017,06,Theft,16E10,"Road, Street, or Sidewalk",12900-12999,REGALSHIRE CT,-,-,1
05/26/2017,06,Theft,16E10,"Road, Street, or Sidewalk",13000-13099,FENLAND FIELD LN,-,-,1
05/26/2017,07,Theft,16E10,Residence or House,1000-1099,HAMPTON VILLA LN,-,-,1
05/26/2017,07,Theft,16E10,Residence or House,12900-12999,REGAL OAKS BEND LN,-,-,1
05/27/2017,20,Theft,16E10,Apartment,1000-1099,OREGON AVENUE APT D,-,-,1
05/27/2017,17,Theft,16E10,Restaurant or Cafeteria Parking Lot,1300-1399,ALMEDA GENOA RD,RD,-,1
05/27/2017,10,Rape,16E10,Residence or House,600-699,E ANDERSON RD,RD,-,1
05/28/2017,14,Theft,16E10,Bar or Night Club Parking Lot,2900-2999,FUQUA ST,ST,-,1
05/28/2017,11,Theft,16E10,"Road, Street, or Sidewalk",11700-11799,JELICOE DR,-,-,1
05/28/2017,05,Theft,16E10,Driveway,11700-11799,PRINCESS GARDEN,WAY,-,1
05/28/2017,06,Theft,16E10,Driveway,13300-13399,SEAGLER PARK LN,-,-,1
05/28/2017,06,Theft,16E10,"Road, Street, or Sidewalk",11700-11799,JELICOE DR,-,-,1
05/28/2017,07,Theft,16E10,"Road, Street, or Sidewalk",4100-4199,ENGELKE,-,-,1
05/28/2017,07,Theft,16E10,"Road, Street, or Sidewalk",11800-11899,PO BOX 802,-,-,1
05/28/2017,21,Aggravated Assault,16E10,"Other, Unknown, or Not Listed",13700-13799,KARALIS RD,RD,-,1
05/28/2017,20,Aggravated Assault,16E10,Residence or House,1800-1899,LINGARD PARK,CT,-,1
05/28/2017,15,Theft,16E10,Bar or Night Club Parking Lot,2900-2999,FUQUA ST,ST,-,1
05/28/2017,17,Robbery,16E10,Other Parking Lot,13500-13599,HOOPER RD.,-,-,1
05/29/2017,22,Theft,16E10,Apartment Parking Lot,1700-1799,ROCKDALE,DR,-,1
05/29/2017,17,Theft,16E10,Apartment Parking Lot,4500-4599,BEECHNUT,ST,-,1
05/29/2017,20,Theft,16E10,Residence or House,12800-12899,REGAL OAKS BEND,LN,-,1
05/29/2017,20,Theft,16E10,Residence or House,13100-13199,REMME RIDGE,LN,-,1
05/29/2017,11,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/29/2017,11,Theft,16E10,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL LANE,-,-,1
05/29/2017,11,Theft,16E10,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL LN,-,-,1
05/29/2017,12,Theft,16E10,Apartment Parking Lot,10800-10899,BARKER CYRESS,-,-,1
05/29/2017,15,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-,-,1
05/29/2017,14,Theft,16E10,Apartment Parking Lot,12500-12599,GREEN,DR,S,1
05/29/2017,10,Theft,16E10,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN AP,-,-,1
05/29/2017,10,Theft,16E10,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL LN,-,-,2
05/29/2017,10,Theft,16E10,Driveway,1000-1099,VERNAGE RD,RD,-,1
05/29/2017,06,Theft,16E10,Driveway,13300-13399,SEAGLER PARK LN,-,-,1
05/29/2017,06,Theft,16E10,Residence or House,12900-12999,FENLAND FIELD LN,-,-,1
05/29/2017,08,Theft,16E10,Apartment,11900-11999,CITY PARK CENTRAL,LN,-,1
05/29/2017,07,Theft,16E10,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL,LN,-,1
05/29/2017,07,Theft,16E10,Apartment Parking Lot,14900-14999,BUXLEY,-,-,1
05/29/2017,07,Theft,16E10,"Road, Street, or Sidewalk",700-799,HEATHERTON HILL LN,-,-,1
05/31/2017,17,Theft,16E10,Residence or House,600-699,E ANDERSON RD,RD,-,1
05/31/2017,16,Theft,16E10,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL LN,-,-,1
05/01/2017,20,Aggravated Assault,16E20,"Road, Street, or Sidewalk",3300-3399,YELLOWSTONE,BLVD,-,2
05/01/2017,17,Theft,16E20,Residence or House,4000-4099,WUTHERING HEIGHTS DR,-,-,1
05/01/2017,17,Theft,16E20,"Road, Street, or Sidewalk",4900-4999,GATEWOOD AVE,-,-,1
05/01/2017,16,Theft,16E20,Residence or House,3900-3999,CURLY OAKS DR,-,-,1
05/02/2017,05,Theft,16E20,Driveway,14400-14499,MORENO AVE,-,-,1
05/02/2017,15,Burglary,16E20,Residence or House,14500-14599,DRAYCOTT,LN,-,1
05/02/2017,09,Theft,16E20,Apartment Parking Lot,4700-4799,ANDERSON RD,RD,-,1
05/02/2017,18,Burglary,16E20,Residence or House,3300-3399,ROCKRILL,DR,-,1
05/02/2017,19,Theft,16E20,Service or Gas Station,15400-15499,BEECHNUT,ST,-,1
05/02/2017,20,Theft,16E20,"Other, Unknown, or Not Listed",4400-4499,GALLAGHER DR,-,-,1
05/03/2017,09,Theft,16E20,"Road, Street, or Sidewalk",4200-4299,TIDEWATER,-,-,1
05/03/2017,14,Theft,16E20,Grocery Store or Supermarket Parking Lot,4000-4099,W FUQUA ST,ST,-,1
05/04/2017,08,Theft,16E20,"Road, Street, or Sidewalk",14200-14299,FLEETWELL DR,-,-,1
05/04/2017,13,Aggravated Assault,16E20,"Parks and Recreation, Zoo, Swimming Pool",12200-12299,ALMEDA RD,RD,-,1
05/04/2017,13,AutoTheft,16E20,Auto Repair,14800-14899,S POST OAK RD,RD,-,1
05/04/2017,10,Aggravated Assault,16E20,Residence or House,4700-4799,KNOTTYNOLD LN,-,-,1
05/04/2017,15,Theft,16E20,Commercial Parking Lot or Garage,14200-14299,BUFFALO SPEEDWAY,-,-,1
05/05/2017,11,Theft,16E20,Miscellaneous Business (Non-Specific),15100-15199,BATHURST,ST,-,1
05/05/2017,09,Aggravated Assault,16E20,Residence or House,4000-4099,BROWNSTONE,-,-,1
05/05/2017,17,Theft,16E20,"Road, Street, or Sidewalk",5200-5299,HONEYVINE,DR,-,1
05/05/2017,18,Robbery,16E20,Restaurant or Cafeteria,13900-13999,S POST OAK RD,RD,-,1
05/06/2017,23,Aggravated Assault,16E20,Service or Gas Station,3300-3399,TANGERINE,ST,-,1
05/06/2017,20,Aggravated Assault,16E20,Driveway,4700-4799,CURLY OAKS,-,-,1
05/07/2017,07,Theft,16E20,Service or Gas Station,4400-4499,W OREM DR,-,-,1
05/07/2017,10,Theft,16E20,Commercial Parking Lot or Garage,14100-14199,PLAYER,-,-,1
05/07/2017,13,Theft,16E20,Service or Gas Station,3500-3599,OPREM,-,W,1
05/07/2017,22,Aggravated Assault,16E20,Driveway,2700-2799,DRAGONWICK DR,-,-,1
05/08/2017,06,Theft,16E20,Apartment Parking Lot,3500-3599,DARLINGHURST DR,-,-,1
05/08/2017,15,AutoTheft,16E20,Driveway,3300-3399,RIPPLEBROOK DR,-,-,1
05/08/2017,20,Theft,16E20,Driveway,3700-3799,WESTHAMPTON DR,-,-,1
05/09/2017,21,Theft,16E20,"Road, Street, or Sidewalk",4900-4999,DANFIELD DR,-,-,1
05/09/2017,18,Rape,16E20,Residence or House,3300-3399,BANDELL DR,-,-,1
05/10/2017,08,Theft,16E20,Construction Site,6300-6399,BAYONNE,DR,-,1
05/10/2017,22,Robbery,16E20,Bar or Night Club Parking Lot,11900-11999,LONGWOOD GARDEN WY,-,-,1
05/10/2017,18,Burglary,16E20,Residence or House,11900-11999,MAIN ST IB,-,-,1
05/10/2017,16,Theft,16E20,Grocery Store or Supermarket,4400-4499,FUQUA,ST,W,1
05/11/2017,06,Theft,16E20,Specialty Store (Non-Specific),4400-4499,W OREM DR,-,-,1
05/11/2017,03,AutoTheft,16E20,Driveway,3200-3299,WINDY ROYAL DR,-,-,1
05/11/2017,17,Theft,16E20,Driveway,2900-2999,MEIKO DR,-,-,1
05/11/2017,18,Theft,16E20,Driveway,3400-3499,WINDY ROYAL,DR,-,1
05/11/2017,23,Theft,16E20,Residence or House,3800-3899,VILLA GLEN,DR,-,1
05/12/2017,00,Burglary,16E20,Residence or House,5600-5699,W. TWISTED OAK,ST,-,1
05/12/2017,06,AutoTheft,16E20,Residence or House,4400-4499,BROWNSTONE,-,-,1
05/12/2017,10,Robbery,16E20,"Road, Street, or Sidewalk",5500-5599,CONDON,LN,-,1
05/14/2017,04,Aggravated Assault,16E20,Bar or Night Club Parking Lot,14600-14699,ALROVER ST,ST,-,1
05/14/2017,08,Robbery,16E20,Residence or House,15800-15899,WILLMORE,LN,-,1
05/14/2017,08,AutoTheft,16E20,Apartment Parking Lot,4400-4499,W AIRPORT BLVD,BLVD,-,1
05/14/2017,14,Theft,16E20,Residence or House,3400-3499,WESTHAMPTON DR,-,-,1
05/14/2017,17,Aggravated Assault,16E20,Residence or House,13900-13999,HIRAM CLARKE,RD,-,1
05/15/2017,09,Rape,16E20,Residence or House,18200-18299,WILD ORCHID DR.,-,-,1
05/15/2017,13,Aggravated Assault,16E20,Residence or House,3900-3999,MASON,RD,S,1
05/15/2017,12,Theft,16E20,Driveway,4600-4699,KNOTTY OAKS,TRL,-,1
05/15/2017,11,Theft,16E20,Grocery Store or Supermarket,12100-12199,ALMEDA,RD,-,1
05/15/2017,10,Theft,16E20,Driveway,3800-3899,BELGRADE DR,-,-,1
05/15/2017,17,Theft,16E20,Driveway,3800-3899,BELGRADE DR,-,-,1
05/15/2017,19,AutoTheft,16E20,Apartment Parking Lot,4800-4899,W FUQUA ST,ST,-,1
05/16/2017,17,Theft,16E20,"Road, Street, or Sidewalk",14000-14099,BRUNSWICK PLACE,DR,-,1
05/16/2017,15,Theft,16E20,Commercial Parking Lot or Garage,15100-15199,POST OAK,RD,S,1
05/16/2017,19,Burglary,16E20,Residence or House,2600-2699,UMIAK DR,-,-,1
05/16/2017,18,Robbery,16E20,"Road, Street, or Sidewalk",12600-12699,COHO LN,-,-,1
05/17/2017,17,Aggravated Assault,16E20,"Road, Street, or Sidewalk",4400-4499,GALLAGHER,DR,-,1
05/17/2017,06,Burglary,16E20,Office Building,12500-12599,HIRAM CLARKE RD,RD,-,1
05/17/2017,10,Theft,16E20,"Road, Street, or Sidewalk",9800-9899,RICHMOND,AVE,-,1
05/17/2017,10,Rape,16E20,Residence or House,13100-13199,AIDEN CIRCLE,-,-,1
05/18/2017,18,Theft,16E20,Residence or House,4700-4799,ANDERSON RD,RD,-,1
05/18/2017,21,Robbery,16E20,"Road, Street, or Sidewalk",14900-14999,ABERDEEN MEADOW LN,-,-,1
05/18/2017,11,Theft,16E20,"Other, Unknown, or Not Listed",3400-3499,DRAGONWICK DR,-,-,1
05/18/2017,03,Aggravated Assault,16E20,Other Parking Lot,3700-3799,TIFFANY DR,-,-,1
05/19/2017,14,Burglary,16E20,Residence or House,13900-13999,SANTA TERESA RD,RD,-,1
05/19/2017,10,Theft,16E20,Auto Repair,4000-4099,FUQUA,ST,W,1
05/19/2017,09,Theft,16E20,"Road, Street, or Sidewalk",9700-9799,BROADWAY ST APT 824,-,-,1
05/19/2017,18,Theft,16E20,Residence or House,3400-3499,OVERCROSS DR,-,-,1
05/20/2017,08,AutoTheft,16E20,Driveway,4800-4899,TIFFANY DR,-,-,1
05/21/2017,07,Theft,16E20,Commercial Parking Lot or Garage,14100-14199,PLAYER,-,-,1
05/21/2017,05,Robbery,16E20,Hotel or Motel Parking Lot,4700-4799,W FUQUA ST,ST,-,1
05/21/2017,11,Burglary,16E20,Residence or House,3900-3999,OAKSIDE DR,-,-,1
05/22/2017,04,Burglary,16E20,"Factory, Manufacturing, or Industrial",100-199,HOLMES,RD,-,1
05/22/2017,08,AutoTheft,16E20,"Road, Street, or Sidewalk",3200-3299,DRAGONWICK DR,-,-,1
05/22/2017,13,Theft,16E20,Driveway,2800-2899,ALMEDA PLAZA DR,-,-,1
05/22/2017,21,Burglary,16E20,Residence or House,13900-13999,CANDLESHADE,-,-,1
05/23/2017,05,Theft,16E20,Driveway,3300-3399,BANDELL DR,-,-,1
05/23/2017,02,Aggravated Assault,16E20,Residence or House,3700-3799,TIFFANY DR,-,-,1
05/24/2017,17,Robbery,16E20,Residence or House,14400-14499,ALROVER,ST,-,1
05/24/2017,12,Theft,16E20,"Other, Unknown, or Not Listed",4100-4199,UPTOWN DR,-,-,1
05/24/2017,09,AutoTheft,16E20,Commercial Parking Lot or Garage,4300-4399,TOWN PLAZA DR,-,-,1
05/25/2017,19,Theft,16E20,"Other, Unknown, or Not Listed",4300-4399,BROOKFIELD DR,-,-,1
05/25/2017,11,Theft,16E20,"Parks and Recreation, Zoo, Swimming Pool",14900-14999,WHITE HEATHER DR,-,-,1
05/26/2017,06,Theft,16E20,Residence or House,14000-14099,BUFFALO SPEEDWAY,-,-,1
05/26/2017,05,Theft,16E20,Apartment Parking Lot,13000-13099,LANDMARK,-,-,1
05/27/2017,11,Theft,16E20,"Other, Unknown, or Not Listed",4200-4299,BRENTWOOD PARK DR,-,-,1
05/27/2017,07,Theft,16E20,"Road, Street, or Sidewalk",13500-13599,TOWNWOOD DR,-,-,1
05/27/2017,01,Theft,16E20,Strip Business Center Parking Lot,14100-14199,HIRAM CLARKE,RD,-,1
05/27/2017,19,Theft,16E20,"Other, Unknown, or Not Listed",14200-14299,WHITE HEATHER DR,-,-,1
05/28/2017,22,Aggravated Assault,16E20,Department or Discount Store,4700-4799,FUQUA,ST,W,1
05/28/2017,08,AutoTheft,16E20,Driveway,3600-3699,TWISTED BROOK DR,-,-,1
05/28/2017,06,Theft,16E20,"Road, Street, or Sidewalk",15100-15199,ALROVER,-,-,1
05/29/2017,11,Aggravated Assault,16E20,Residence or House,3800-3899,MT PLEASANT,-,-,1
05/29/2017,11,Theft,16E20,Residence or House,12600-12699,COHO LN,-,-,1
05/29/2017,17,Robbery,16E20,Department or Discount Store,3300-3399,FUQUA,ST,W,1
05/29/2017,21,Robbery,16E20,Car Wash,4300-4399,W OREM DR,-,-,1
05/30/2017,01,Theft,16E20,Driveway,2700-2799,HALCYON TIME TRAIL,-,-,1
05/30/2017,17,Theft,16E20,"Parks and Recreation, Zoo, Swimming Pool",14600-14699,WHITE HEATHER DR,-,-,1
05/31/2017,20,Aggravated Assault,16E20,"Road, Street, or Sidewalk",3400-3499,ROCKRILL DR,-,-,1
05/31/2017,12,Theft,16E20,Restaurant or Cafeteria Parking Lot,4500-4599,W FUQUA ST,ST,-,1
05/31/2017,02,Theft,16E20,Driveway,4300-4399,WUTHERING HEIGHTS DR,-,-,1
05/01/2017,14,Theft,16E30,Private School,3700-3799,PARKWOOD,DR,-,1
05/01/2017,00,Robbery,16E30,Miscellaneous Business (Non-Specific),13500-13599,POST OAK,RD,S,1
05/02/2017,09,Robbery,16E30,Residence or House,4900-4999,CANCUN DRIVE,-,S,1
05/02/2017,11,Robbery,16E30,"Electronics Store, Electrical Supplies",12800-12899,POST OAK,RD,S,1
05/02/2017,13,Burglary,16E30,Miscellaneous Business (Non-Specific),12300-12399,MAIN,ST,-,1
05/02/2017,16,Theft,16E30,"Other, Unknown, or Not Listed",6000-6099,HEATHERBROOK DR,-,-,1
05/02/2017,17,Theft,16E30,Strip Business Center Parking Lot,12300-12399,MAIN,ST,-,1
05/03/2017,09,Theft,16E30,Miscellaneous Business (Non-Specific),800-899,GILPIN,-,-,1
05/03/2017,22,Theft,16E30,Drug Store or Medical Supply,5500-5599,OREM,DR,W,1
05/03/2017,18,Theft,16E30,Convenience Store Parking Lot,5600-5699,ANDERSON OAKS STREET,-,-,1
05/05/2017,22,Theft,16E30,Residence or House,5600-5699,OAKHAM,-,-,1
05/05/2017,14,Theft,16E30,Grocery Store or Supermarket Parking Lot,1300-1399,ALMEDA GENOA,RD,-,1
